Unnamed: 0,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
464,237178820,Valley Youth House Committee,Bethlehem,PA,1649376000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,44.0,2.272727272727273,15.909090909090908,6.8181818181818175,,,,75.0,,,,,34.090909090909086,65.9090909090909,,,,,100.0,,,,,,,,,,,16.0,,25.0,,,,,75.0,,,,,62.5,37.5,,,,,100.0,,,,,,,,,,,408.0,1.4705882352941175,25.98039215686275,8.088235294117647,,0.24509803921568626,,59.55882352941176,2.941176470588235,1.715686274509804,,,78.43137254901961,21.568627450980394,,,,,,,,,,,,,,,,171158.0,241995.3333333333,29.272189821842296,60.0,40.0,35610.50615114236,365940.0,21330680.0,WWW.VALLEYYOUTHHOUSE.ORG,574,38836963.0,,35.0,63.63636363636363,,
469,237218859,Community Child Care Coordinating Council of Alameda County,Hayward,CA,1658880000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,13.333333333333334,33.33333333333333,13.333333333333334,,,,26.666666666666668,13.333333333333334,,,,80.0,20.0,,,,,100.0,,,1.0,,,14.0,,,,,6.0,,33.33333333333333,,,,,66.66666666666666,,,,,83.33333333333334,16.666666666666664,,,,,100.0,,,,6.0,,,,,,,60.0,,,,,,,,,,,,88.33333333333333,11.666666666666666,,,,,,,,,,,,,,,,203608.0,191923.0,-6.088379193739156,33.33333333333333,66.66666666666666,74705.5890410959,244064.0,6052647.0,www.4c-alameda.org,76,37609581.0,100.0,55.55555555555556,60.0,,
470,237222333,Trust for Public Land,SAN FRANCISCO,CA,1653641858000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,21.0,,,4.761904761904762,,,,95.23809523809523,,,,,33.33333333333333,66.66666666666666,,,,,,,,,,,,,,,,45.0,13.333333333333334,2.2222222222222223,4.444444444444445,,0.0,,80.0,0.0,,,,35.55555555555556,64.44444444444444,,,,,,,,,,,,,,,,241.0,9.12863070539419,4.564315352697095,6.639004149377594,,,,76.76348547717843,2.904564315352697,,,,68.04979253112033,31.950207468879665,,,,,,,,,,,,,,,,275583.7777777777,238064.3,-15.760228550764548,52.63157894736842,47.368421052631575,102904.0606060606,526879.0,42215071.0,WWW.TPL.ORG,382,193309210.0,40.0,47.82608695652174,59.09090909090909,,
472,237232208,Project for Pride in Living Inc,Minneapolis,MN,1700438400000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,0.0,37.5,0.0,0.0,4.166666666666666,0.0,58.333333333333336,0.0,,0.0,0.0,41.66666666666667,58.333333333333336,0.0,0.0,0.0,,,,,,,,,,,,,6.0,,16.666666666666664,16.666666666666664,,,,66.66666666666666,,,,,33.33333333333333,66.66666666666666,,,,,100.0,,,1.0,5.0,,,,6.0,,,188.0,9.042553191489363,30.851063829787233,11.170212765957446,0.0,0.5319148936170213,0.0,39.361702127659576,9.042553191489363,,0.0,0.0,65.95744680851064,31.914893617021278,0.0,2.127659574468085,0.0,,,,,,,,,,,,,189684.0,241063.25,21.313597157592454,80.0,20.0,47550.895833333336,373613.0,14848595.0,WWW.PPL-INC.ORG,293,24975691.0,50.0,60.0,33.33333333333333,,
473,237245152,Ocean Conservancy Inc,WASHINGTON,DC,1693872000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,7.6923076923076925,,7.6923076923076925,,,,69.23076923076923,,,,2.0,46.15384615384615,38.46153846153847,,,15.384615384615385,,84.61538461538461,,2.0,,11.0,,2.0,1.0,10.0,,2.0,14.0,,7.142857142857142,14.285714285714285,,,,78.57142857142857,,,,,57.14285714285714,42.857142857142854,,,,,,,,,,,,,,,,155.0,5.161290322580645,13.548387096774196,10.32258064516129,,0.6451612903225806,,67.74193548387096,2.5806451612903225,,0.0,0.0,74.83870967741936,24.516129032258064,,0.6451612903225806,,,,,,,,,,,,,,228823.36363636365,280394.28571428574,18.3922871133228,38.88888888888889,61.11111111111112,112507.56488549618,619038.0,19218308.0,www.oceanconservancy.org,149,49652396.0,60.0,38.46153846153847,71.42857142857143,60.0,
476,237256802,Laurel Hill Center,Eugene,OR,1701129600000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,20.0,,,,,80.0,,,,,80.0,20.0,,,,,100.0,,,1.0,4.0,,,,5.0,,,76.0,1.3157894736842104,1.3157894736842104,,,,,88.1578947368421,5.263157894736842,3.9473684210526314,,,64.47368421052632,35.526315789473685,,,,,,,,,,,,,,,,0.0,175469.0,100.0,100.0,0.0,45378.41237113402,175469.0,4577175.0,WWW.LAUREL.ORG,98,8171510.0,,50.0,25.0,,
479,237294685,New Star Inc,Chicago Heights,IL,1648562028000000000,Hispanic/Latino/Latina/Latinx,Male,Decline to state,Decline to state,Decline to state,,,,,,15.0,,20.0,,,,,80.0,,,,,60.0,40.0,,,,,,,,,,,,,15.0,,,9.0,,22.22222222222222,11.11111111111111,,,,66.66666666666666,,,,,66.66666666666666,33.33333333333333,,,,,,,,,,,,,9.0,,,310.0,0.3225806451612903,53.5483870967742,7.096774193548387,,0.0,,23.225806451612904,3.5483870967741935,,12.258064516129032,,80.3225806451613,19.67741935483871,,,,,,,,,,,,,,,,0.0,187197.5,100.0,100.0,0.0,29581.15681233933,193143.0,11881465.0,NEWSTARSERVICES.ORG,391,15946241.0,,60.0,57.14285714285714,,
480,237303509,Childrens Hunger Alliance,Columbus,OH,1687910400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32.0,0.0,6.25,0.0,9.375,0.0,0.0,84.375,0.0,,,,46.875,53.125,,,,,100.0,,,,,,,,,,,1.0,,,,,,,100.0,,,,,100.0,,,,,,100.0,,,,1.0,,,,1.0,,,50.0,4.0,14.000000000000002,12.0,0.0,0.0,0.0,62.0,4.0,,,4.0,72.0,24.0,,,4.0,,,,50.0,,,,50.0,,,,50.0,241086.0,0.0,-1.0,0.0,100.0,34011.16279069767,241086.0,3166046.0,WWW.CHILDRENSHUNGERALLIANCE.ORG,87,15146880.0,,46.42857142857143,50.0,,
481,237305963,American Rivers Inc,Washington,DC,1641210110000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,4.3478260869565215,4.3478260869565215,4.3478260869565215,,4.3478260869565215,,60.86956521739131,,,,5.0,47.82608695652174,30.434782608695656,0.0,,21.73913043478261,0.0,78.26086956521739,,5.0,1.0,17.0,,5.0,1.0,17.0,,5.0,14.0,7.142857142857142,7.142857142857142,,,,,85.71428571428571,,,,,57.14285714285714,42.857142857142854,,,,0.0,100.0,,,1.0,12.0,1.0,,1.0,13.0,,,78.0,1.282051282051282,10.256410256410255,,,,,73.07692307692307,1.282051282051282,1.282051282051282,,12.82051282051282,53.84615384615385,33.33333333333333,,,12.82051282051282,0.0,87.17948717948718,,10.0,6.0,59.0,3.0,10.0,2.0,65.0,1.0,10.0,175516.5,279636.0,37.23393983607261,20.0,80.0,82866.06666666667,279636.0,8439648.0,WWW.AMERICANRIVERS.ORG,95,18619634.0,80.0,52.0,57.14285714285714,100.0,
483,237314808,National Health Foundation,Los Angeles,CA,1682294400000000000,Black/African American,Female,Decline to state,Decline to state,Decline to state,,,,,,7.0,,28.57142857142857,,,,14.285714285714285,57.14285714285714,,,,,42.857142857142854,57.14285714285714,,,,,100.0,,,,,,7.0,,7.0,,,7.0,14.285714285714285,14.285714285714285,28.57142857142857,,,,42.857142857142854,,,,,57.14285714285714,42.857142857142854,,,,,100.0,,,3.0,4.0,,,1.0,6.0,,,53.0,3.7735849056603774,15.09433962264151,45.28301886792453,,,,9.433962264150944,7.547169811320755,,,18.867924528301888,62.264150943396224,18.867924528301888,,,18.867924528301888,,81.13207547169812,,10.0,6.0,37.0,,10.0,7.0,36.0,,10.0,216719.3333333333,819016.0,73.53905987998606,25.0,75.0,58251.35922330097,285529.0,6650048.0,WWW.NATIONALHEALTHFOUNDATION.ORG,107,11254179.0,50.0,40.0,57.14285714285714,100.0,
484,237314838,Treepeople Inc,Beverly Hills,CA,1695945600000000000,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,24.0,,,,,,,,,,,,41.66666666666667,58.333333333333336,,,,,,,,,,,,,,,,15.0,,,33.33333333333333,,,,33.33333333333333,13.333333333333334,,20.0,,53.333333333333336,46.666666666666664,,,,,,,,,,,,,,,,104.0,3.8461538461538463,2.8846153846153846,35.57692307692308,,,0.9615384615384616,34.61538461538461,9.615384615384617,,12.5,,50.96153846153846,42.30769230769231,1.9230769230769231,4.807692307692308,,,,,,,,,,,,,,199319.5,0.0,-1.0,0.0,100.0,46072.82828282828,228343.0,4959849.0,WWW.TREEPEOPLE.ORG,101,11249621.0,100.0,50.0,40.0,,
485,237316001,Christopher House,CHICAGO,IL,1690416000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,19.0,,5.263157894736842,15.789473684210526,5.263157894736842,,,73.68421052631578,,,,,42.10526315789473,57.89473684210527,,,,,,,,,,,,,,,,8.0,,12.5,25.0,,,,50.0,12.5,,,,75.0,25.0,,,,,,,,,,,,,,,,247.0,4.048582995951417,29.959514170040485,38.05668016194332,,,,21.86234817813765,2.0242914979757085,,,4.048582995951417,76.92307692307693,16.194331983805668,,6.882591093117409,,,,,,,,,,,,,,181062.5,0.0,-1.0,0.0,100.0,45698.93906810036,192035.0,13112129.0,WWW.CHRISTOPHERHOUSE.ORG,281,19224620.0,100.0,41.17647058823529,66.66666666666666,,
492,237395681,Lambda Legal Defense and Education Fund Inc,NEW YORK,NY,1649280811000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,34.0,8.823529411764707,17.647058823529413,11.76470588235294,,,,61.76470588235294,,,,,38.23529411764706,61.76470588235294,,,,8.823529411764707,91.17647058823529,,,29.0,2.0,3.0,,,,,,18.0,5.555555555555555,16.666666666666664,11.11111111111111,,,,55.55555555555556,11.11111111111111,,,,50.0,44.44444444444444,,5.555555555555555,,5.555555555555555,94.44444444444444,,,12.0,3.0,3.0,,,,,,88.0,6.8181818181818175,17.045454545454543,18.181818181818183,,1.1363636363636365,,50.0,3.4090909090909087,1.1363636363636365,,2.272727272727273,38.63636363636363,50.0,5.681818181818182,4.545454545454546,1.1363636363636365,11.363636363636363,88.63636363636364,,,61.0,10.0,17.0,,,,,,219650.66666666663,298739.25,26.47411859450452,40.0,60.0,93123.13178294574,445357.0,14525745.0,WWW.LAMBDALEGAL.ORG,139,21934531.0,60.0,58.06451612903226,30.0,66.66666666666666,
493,237396710,Glenwood Inc,Birmingham,AL,1628779736000000000,White/Caucasian/European,Male,,,,,,,,,33.0,0.0,15.151515151515152,0.0,,0.0,,84.84848484848484,0.0,,,,,,,,,,,,,,,,,,,,,8.0,0.0,25.0,0.0,,0.0,,75.0,0.0,,,,62.5,37.5,,,,,,,,,,,,,,,,418.0,0.23923444976076555,58.3732057416268,0.4784688995215311,,0.4784688995215311,,33.25358851674641,2.3923444976076556,,,4.784688995215311,68.18181818181817,29.665071770334926,,,2.15311004784689,,,,,,,,,,,,,0.0,181958.0,100.0,100.0,0.0,39665.57269503546,216152.0,22735299.0,WWW.GLENWOOD.ORG,566,28253913.0,71.42857142857143,24.0,25.0,,
494,237416272,Samaritan House,San Mateo,CA,1675451746000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,20.0,25.0,10.0,20.0,,,,45.0,,,,,55.00000000000001,45.0,,,,,,,,1.0,19.0,,,,,,,5.0,20.0,,20.0,,,,40.0,20.0,,,,80.0,20.0,,,,,,,,,,,,,,,,105.0,15.238095238095239,15.238095238095239,40.95238095238095,,,,18.095238095238095,8.571428571428571,,1.9047619047619049,,60.0,39.04761904761905,,0.9523809523809524,,,,,,,,,,,,,,170673.0,223302.5,23.568701649108277,40.0,60.0,66364.49579831933,243407.0,8855999.0,WWW.SAMARITANHOUSESANMATEO.ORG,124,30369685.0,80.0,52.94117647058824,66.66666666666666,50.0,
495,237421892,Solid Ground Washington ,Seattle,WA,1675382400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,13.0,15.384615384615385,15.384615384615385,,,,,69.23076923076923,,,,,,,,,100.0,,,,13.0,,,,13.0,,,,13.0,6.0,16.666666666666664,,,,,,66.66666666666666,16.666666666666664,,,,,,,,100.0,,,,6.0,,,,6.0,,,,6.0,234.0,8.974358974358974,32.05128205128205,7.264957264957266,,0.0,,44.871794871794876,6.837606837606838,,,,52.991452991452995,46.58119658119658,0.4273504273504274,,,,,,,,,,,,,,,175511.5,0.0,-1.0,0.0,100.0,50477.30434782609,196866.0,16604715.0,WWW.SOLID-GROUND.ORG,324,29222210.0,50.0,55.55555555555556,83.33333333333334,,
496,237427817,Orlando Ballet Inc,Orlando,FL,1622046387000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,4.545454545454546,4.545454545454546,9.090909090909092,,,,81.81818181818183,,,,,68.18181818181817,31.818181818181817,,,,,,,,,,,,,,,,11.0,,9.090909090909092,,,,,90.9090909090909,,,,,63.63636363636363,36.36363636363637,,,,,,,,,,,,,,,,61.0,3.278688524590164,8.19672131147541,16.39344262295082,,,,72.1311475409836,,,,,68.85245901639344,31.147540983606557,,,,,,,,,,,,,,,,0.0,151193.0,100.0,100.0,0.0,24651.491803278688,151193.0,3158675.0,ORLANDOBALLET.ORG,123,8811426.0,,68.18181818181817,42.85714285714285,,
497,237442304,Youth Emergency Services & Shelter of Iowa,Des Moines,IA,1627998089000000000,White/Caucasian/European,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.0,12.727272727272727,7.2727272727272725,,0.0,,76.36363636363637,1.8181818181818181,,1.8181818181818181,,67.27272727272727,32.72727272727273,,,,,,,,,,,,,,,,182968.0,0.0,-1.0,0.0,100.0,15806.955357142857,182968.0,3723726.0,WWW.YESSIOWA.ORG,225,5901290.0,,46.66666666666666,50.0,,
501,250965407,Jewish Family & Childrens Service,Pittsburgh,PA,1676332800000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,22.0,4.545454545454546,4.545454545454546,,,,,90.9090909090909,,,,,50.0,50.0,,,,,,,,,,,,,,,,11.0,,9.090909090909092,9.090909090909092,,,,81.81818181818183,,,,,72.72727272727273,27.27272727272727,,,,,,,11.0,,,,11.0,,,,11.0,119.0,1.680672268907563,12.605042016806722,5.88235294117647,,,,63.02521008403361,16.80672268907563,,,,,,,,,,,,,,,,,,,,,176456.0,0.0,-1.0,0.0,100.0,32786.32941176471,195660.0,5926588.0,WWW.JFCSPGH.ORG,172,12787096.0,,62.5,50.0,,
504,251126094,Girl Scouts Western Pennsylvania Inc,Pittsburgh,PA,1697673600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,66.66666666666666,0.0,,5.0,0.0,85.71428571428571,14.285714285714285,,,,,,,,,,,,,,,,14.0,,7.142857142857142,,,,,92.85714285714286,,,,,85.71428571428571,14.285714285714285,,,,,,,,,,,,,,,,107.0,0.9345794392523363,10.2803738317757,0.9345794392523363,,0.0,,87.85046728971963,0.0,,0.0,,86.91588785046729,13.084112149532709,,,,,,,,,,,,,,,,267841.0,0.0,-1.0,0.0,100.0,39431.313609467456,267841.0,6931733.0,WWW.GSWPA.ORG,170,10713817.0,,88.88888888888889,90.0,,
505,251198158,Child Development Centers Inc,Erie,PA,1665446400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,22.22222222222222,,,,,77.77777777777779,,,,,55.55555555555556,44.44444444444444,,,,,,,,,,,,,,,,4.0,,,,,,,100.0,,,,,50.0,50.0,,,,,,,,,,,,,,,,401.0,0.4987531172069825,6.982543640897755,2.9925187032418954,,,,87.28179551122194,2.2443890274314215,,,,88.02992518703242,11.970074812967582,,,,,,,,,,,,,,,,261137.5,0.0,-1.0,0.0,100.0,33149.82978723404,323661.0,19218779.0,WWW.CDCENTERS.ORG,566,26993736.0,,50.0,77.77777777777779,,
506,251203882,Chartiers Center,Bridgeville,PA,1648217067000000000,White/Caucasian/European,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.11111111111111,,,,,,88.88888888888889,,,,,77.77777777777779,22.22222222222222,,,,,,,,,,,,,,,,110.0,1.8181818181818181,10.909090909090908,1.8181818181818181,,,,85.45454545454545,,,,,70.9090909090909,29.09090909090909,,,,,,,,,,,,,,,,221255.0,0.0,-1.0,0.0,100.0,35130.7106918239,276512.0,6028293.0,WWW.CHARTIERSCENTER.ORG,161,10619948.0,100.0,28.57142857142857,71.42857142857143,,
507,251209266,Familylinks Inc,Pittsburgh,PA,1682899200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,,15.0,,,,,85.0,,,,,55.00000000000001,45.0,,,,,100.0,,,1.0,19.0,,,,20.0,,,15.0,,20.0,,,,,80.0,,,,,73.33333333333333,26.666666666666668,,,,,100.0,,,,15.0,,,,15.0,,,330.0,0.6060606060606061,36.06060606060606,,,0.30303030303030304,,59.09090909090909,3.939393939393939,,,,72.12121212121212,27.878787878787882,,,,,,,330.0,,,,330.0,,,,330.0,194547.66666666663,315594.0,38.355080683832185,25.0,75.0,35354.9589977221,315594.0,16420064.0,WWW.FAMILYLINKS.ORG,443,33712828.0,100.0,52.94117647058824,62.5,,
509,251215557,Mainstay Life Services,Pittsburgh,PA,1694995200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,5.555555555555555,,,,,77.77777777777779,5.555555555555555,,,2.0,38.88888888888889,61.111111111111114,,,,,,,,,17.0,,1.0,4.0,12.0,,2.0,4.0,,25.0,,,,,75.0,,,,,100.0,,,,,,,,,,,,,,,,,370.0,0.8108108108108109,48.91891891891892,1.0810810810810811,,,0.0,44.5945945945946,4.054054054054054,0.5405405405405406,,,77.02702702702703,22.702702702702705,,,0.2702702702702703,,,,,,,,,,,,,199025.0,0.0,-1.0,0.0,100.0,40562.21673819742,243955.0,19499068.0,WWW.MAINSTAYLIFESERVICES.ORG,469,27133047.0,,46.15384615384615,57.14285714285714,,
510,251216330,Coalition for Christian Outreach,Pittsburgh,PA,1664755200000000000,Black/African American,Male,,,,,,,,,16.0,,18.75,,,,,81.25,,,,,18.75,81.25,,,,,,,,,,,,,,,,5.0,,60.0,,,,,40.0,,,,,60.0,40.0,,,,,,,,,,,,,,,,148.0,4.054054054054054,9.45945945945946,2.027027027027027,,,,83.78378378378379,0.6756756756756757,,,,39.189189189189186,60.810810810810814,,,,,,,,,,,,,,,,0.0,146376.0,100.0,100.0,0.0,48255.82323232323,168552.0,9847405.0,WWW.CCOJUBILEE.ORG,200,12325655.0,,25.0,20.0,,0.0
515,251505216,Achieva,Pittsburgh,PA,1664409600000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,21.0,,9.523809523809524,,,,,90.47619047619048,,,,,38.095238095238095,61.904761904761905,,,,,,,,,,,,1.0,20.0,,,5.0,,,,,,,100.0,,,,,40.0,60.0,,,,,,,,,,,,,,,5.0,553.0,1.9891500904159132,19.529837251356238,1.0849909584086799,,0.0,,76.31103074141049,1.0849909584086799,,,0.0,70.16274864376129,29.8372513562387,,,,,,,,,,,,,,,,226651.66666666663,298991.6666666667,24.19465425457789,50.0,50.0,,0.0,145643.0,WWW.ACHIEVA.INFO,0,2583167.0,0.0,31.25,63.63636363636363,,
516,251577930,Lakeshore Community Services Inc,Erie,PA,1690934400000000000,,,,,,,,,,,12.0,,,,,,,,,,,,33.33333333333333,66.66666666666666,,,,,,,12.0,2.0,10.0,,,2.0,10.0,,,3.0,,,,,,,100.0,,,,,66.66666666666666,33.33333333333333,,,,0.0,0.0,0.0,3.0,,3.0,,,0.0,0.0,0.0,3.0,314.0,,,,,,,47.77070063694268,52.22929936305732,,,,63.69426751592356,36.30573248407643,,,,,,314.0,,,,314.0,,15.0,,299.0,,0.0,185202.0,100.0,100.0,0.0,39923.79260780288,185202.0,19628089.0,WWW.LAKESHORECS.ORG,488,24565424.0,100.0,28.57142857142857,66.66666666666666,,
517,260086305,Semper Fi & Americas Fund,Quantico,VA,1675814400000000000,White/Caucasian/European,Female,,,,,,,,,15.0,,13.333333333333334,,,,,80.0,6.666666666666667,,,,26.666666666666668,73.33333333333333,,,,,,,,,,,,,,,,5.0,,20.0,,,,,80.0,,,,,60.0,40.0,,,,,,,,,,,,,,,,175.0,0.5714285714285714,5.714285714285714,6.857142857142858,,0.5714285714285714,,83.42857142857143,2.857142857142857,,,,,,,,,,,,,,,,,,,,,184562.25,187559.0,1.5977639036249924,20.0,80.0,68155.10169491525,211362.0,12989261.0,WWW.THEFUND.ORG,182,48350789.0,0.0,57.14285714285714,66.66666666666666,100.0,
520,261150699,350 Org,BROOKLYN,NY,1684281600000000000,White/Caucasian/European,Female,,,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,8.333333333333332,,8.333333333333332,,8.333333333333332,58.333333333333336,,16.666666666666664,,,,,,,,,,,,,,,,,,,,152.0,12.5,7.894736842105263,1.9736842105263157,1.3157894736842104,,1.9736842105263157,26.31578947368421,1.3157894736842104,,1.9736842105263157,44.73684210526316,61.18421052631579,31.57894736842105,5.263157894736842,1.9736842105263157,,,,,,,,,,,,,,169725.66666666666,0.0,-1.0,0.0,100.0,243617.1,178205.0,12690032.0,WWW.350.ORG,53,21511958.0,50.0,63.63636363636363,100.0,,
521,261193832,24 7 Gateway LLC,Atlanta,GA,1680134400000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,41.17647058823529,,,,,58.82352941176471,,,,,35.294117647058826,64.70588235294117,,,,,,,,,,,,,,,,8.0,,50.0,,,,,50.0,,,,,50.0,50.0,,,,,,,,,,,,,,,,90.0,,91.11111111111111,,,,,6.666666666666667,2.2222222222222223,,,,54.44444444444444,45.55555555555556,,,,,,,,,,,,,,,,0.0,223726.0,100.0,100.0,0.0,17707.157894736843,223726.0,4260958.0,www.gatewayctr.org,229,7798267.0,0.0,31.25,100.0,,
522,261339988,Calcef Innovations,Oakland,CA,1665532800000000000,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,37.5,12.5,,,,,50.0,,,,,50.0,50.0,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,61.417322834645674,38.582677165354326,,,,,,,,,,,,,,,,163295.0,240031.0,31.96920397781953,50.0,50.0,,0.0,1856346.0,WWW.NEWENERGYNEXUS.COM,0,6453752.0,50.0,42.85714285714285,0.0,100.0,
523,261342579,Freedom Preparatory Academy Inc,MEMPHIS,TN,1665360000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,61.53846153846154,7.6923076923076925,,,,30.76923076923077,,,,,38.46153846153847,61.53846153846154,,,,,100.0,,,,,,,,,,,4.0,,100.0,,,,,,,,,,75.0,25.0,,,,,100.0,,,,,,,,,,,223.0,0.8968609865470852,77.57847533632287,4.484304932735426,,,,7.623318385650224,,,,9.417040358744394,80.71748878923766,19.282511210762333,,,,,,,,,,,,,,,,163410.0,195852.5,16.564761746722663,66.66666666666666,33.33333333333333,56925.08650519031,233405.0,17006465.0,WWW.FREEDOMPREP.ORG,292,33295008.0,0.0,50.0,20.0,,
528,261509133,My Possibilities,Plano,TX,1662681600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25.0,8.0,8.0,4.0,,0.0,,72.0,8.0,,,,40.0,60.0,,,,,,,,,,,,1.0,24.0,,,10.0,0.0,20.0,0.0,,0.0,,70.0,10.0,,0.0,,70.0,30.0,,,,,,,,,,,,0.0,10.0,,,101.0,1.9801980198019802,10.891089108910892,21.782178217821784,,0.0,,62.37623762376238,2.9702970297029703,,,,,,,,,,,,,,,,,,,,,0.0,196248.0,100.0,100.0,0.0,38313.06611570248,196248.0,4832129.0,WWW.MYPOSSIBILITIES.ORG,122,10188118.0,,33.33333333333333,50.0,,
531,261759681,Partnership for Los Angeles Schools,Los Angeles,CA,1622073600000000000,White/Caucasian/European,Female,,,,,,,,,16.0,,18.75,18.75,,,,56.25,6.25,,,,56.25,43.75,,,,,,,,,,,,,,,,4.0,25.0,25.0,,,,,50.0,,,,,,100.0,,,,,,,,,,,,,,,,68.0,8.823529411764707,11.76470588235294,33.82352941176471,,,,36.76470588235294,7.352941176470589,1.4705882352941175,,,66.17647058823529,32.35294117647059,,,1.4705882352941175,,,,,,,,,,,,,188196.5,223518.77777777775,15.802823426716822,81.81818181818183,18.181818181818183,55447.57407407407,329067.0,11370569.0,WWW.PARTNERSHIPLA.ORG,173,31128437.0,40.0,58.333333333333336,37.5,0.0,
