ein,org_name,web_address,num_employees,total_revenue,total_compensation,highest_salary,avg_employee_comp,pay_gap,percent_male,percent_female,category_gender_percentages
23-7013563,THE BRIDGE FAMILY CENTER INC,WWW.BRIDGEFAMILYCENTER.ORG,139,8707199.0,6059553.0,249152.0,41126.77372262774,-41.53709815773179,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
23-7013607,BLOSSOM HILL INC,WWW.BLOSSOM-HILL.ORG,167,6564214.0,4583275.0,200050.0,26404.969879518074,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7014485,HAMPTON ROADS COMMUNITY ACTIONPROGRAM INC,WWW.HRCAPINC.ORG,364,21701877.0,12774076.0,194663.0,34654.030303030304,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7046229,LIGHTHOUSE YOUTH SERVICES,WWW.LYS.ORG,419,23482768.0,15460006.0,280493.0,35638.18028846154,36.89147322749587,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
23-7048397,OAKS INTEGRATED CARE INC,WWW.OAKSINTCARE.ORG,1887,102369640.0,72035410.0,560846.0,37041.5380521554,37.311534796246164,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
23-7056717,KANSAS BIG BROTHERS BIG SISTERS INC,WWW.KANSASBIGS.ORG,52,8153095.0,3307448.0,225980.0,60420.94117647059,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
23-7056987,MID WILLAMETTE VALLEY COMMUNITYACTION AGENCY,WWW.MWVCAA.ORG,622,64870186.0,23184374.0,156368.0,37082.13526570048,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7058381,CHILD AND FAMILY SERVICES OF NEWPORTCOUNTY,WWW.CFSNEWPORT.ORG,188,10136183.0,6782651.0,276406.0,34792.754010695186,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7060561,BOYS & GIRLS CLUB OF PBC,WWW.BGCPBC.ORG,534,20667962.0,10588023.0,283519.0,18754.4406779661,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7068704,CHILDREN'S HOME OF NORTHERN KENTUCKY INC,WWW.CHNK.ORG,238,15932160.0,6983283.0,342586.0,28019.818565400845,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7069110,OXFAM-AMERICA INC,WWW.OXFAMAMERICA.ORG,296,81357087.0,32969780.0,503092.0,104193.59074733096,21.95054705408764,93.33333333333333,6.666666666666667,{'IndividualTrusteeOrDirectorInd_percent_female': 6.666666666666667}
23-7076465,BOYS & GIRLS CLUBS OF DORCHESTER INC,WWW.BGCDORCHESTER.ORG,238,11891142.0,4856360.0,219513.0,17819.641025641027,16.849355631257286,50.0,50.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'OfficerInd_percent_female': 50.0}"
23-7085960,CHICANO FEDERATIONOF SAN DIEGO,WWW.CHICANOFEDERATION.ORG,98,22585521.0,3743726.0,188681.0,36649.948453608245,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
23-7087608,PEOPLE'S COMMUNITY CLINIC,WWW.AUSTINPCC.ORG,359,38664221.0,22591703.0,278004.0,59244.0056980057,7.592297591265745,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'KeyEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 50.0}"
23-7088811,ONTRACK INC,WWW.ONTRACKROGUEVALLEY.ORG,148,6226314.0,5833451.0,168670.0,38535.925170068025,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
23-7105149,PUBLIC COUNSEL,WWW.PUBLICCOUNSEL.ORG,178,17516532.0,14578748.0,260619.0,76777.7,12.678724705860036,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
23-7107958,SOCIAL ADVOCATES FOR YOUTHSAN DIEGO INC,WWW.SAYSANDIEGO.ORG,397,18306595.0,13157099.0,213774.0,32353.356962025315,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7112449,PARAQUAD INC,WWW.PARAQUAD.ORG,126,14820531.0,9516341.0,212600.0,73569.73387096774,14.819379115710255,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
23-7112974,HARLEM CHILDREN'S ZONE INC,WWW.HCZ.ORG,1448,135006139.0,53949245.0,765709.0,34308.08211551844,29.86209964261185,54.54545454545454,45.45454545454545,{'IndividualTrusteeOrDirectorInd_percent_female': 45.45454545454545}
23-7113824,HELPLINE YOUTH COUNSELING INC,WWW.HYCINC.ORG,238,11256000.0,9111186.0,172549.0,37715.76793248945,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
23-7114952,PUBLIC TELEVISION 19 INC,WWW.KANSASCITYPBS.ORG,67,14417252.0,5390064.0,443735.0,73554.6,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7115384,COMMUNITY COUNSELING CENTERS OF CHICAGOINC,C4CHICAGO.ORG,124,11140724.0,8327147.0,180800.0,64380.941666666666,36.178823263720155,75.0,25.0,"{'FormerOfcrDirectorTrusteeInd_percent_female': 50.0, 'HighestCompensatedEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 0.0}"
23-7120815,MULTI-SERVICE CENTER,WWW.MSCHELPS.ORG,123,24740470.0,6333840.0,190621.0,50354.25409836065,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7122879,CENTER FOR SCIENCE IN THEPUBLIC INTEREST,CSPINET.ORG,76,36719898.0,7397666.0,273171.0,86185.65217391304,12.879679320088488,28.57142857142857,71.42857142857143,{'IndividualTrusteeOrDirectorInd_percent_female': 71.42857142857143}
23-7124261,AMERICAN KIDNEY FUND INC,WWW.KIDNEYFUND.ORG,105,342102742.0,13812245.0,862764.0,105939.23469387754,26.371204842734198,42.857142857142854,57.14285714285714,{'IndividualTrusteeOrDirectorInd_percent_female': 57.14285714285714}
23-7128309,COMMUNITY FRIENDSHIP INC,WWW.COMMUNITYFRIENDSHIP.ORG,143,5578220.0,4344149.0,194585.0,29222.281690140844,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7135845,THE FOUNDATION FIGHTING BLINDNESS INC,WWW.FIGHTINGBLINDNESS.ORG,68,42887836.0,8006904.0,468167.0,81470.75,4.144382188519561,56.25,43.75,{'IndividualTrusteeOrDirectorInd_percent_female': 43.75}
23-7140024,JEWISH COMMUNITY CENTER OF MIDDLESEX COU,WWW.JCCMC.ORG,97,1911741.0,1138450.0,158046.0,10212.541666666666,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7148533,MARRAKECH INC,WWW.MARRAKECHINC.ORG,945,8525359.0,4780687.0,290798.0,4435.575371549894,-47.713919978993665,33.33333333333333,66.66666666666666,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 50.0}"
23-7178820,VALLEY YOUTH HOUSE COMMITTEE INC,WWW.VALLEYYOUTHHOUSE.ORG,574,38836963.0,21330680.0,365940.0,35610.506151142356,29.272189821842296,60.0,40.0,{'IndividualTrusteeOrDirectorInd_percent_female': 40.0}
23-7218859,Community Child Care CoordinatingCouncil of Alameda County,www.4c-alameda.org,76,37609581.0,6052647.0,244064.0,74705.5890410959,-6.088379193739156,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
23-7222333,THE TRUST FOR PUBLIC LAND,WWW.TPL.ORG,382,193309210.0,42215071.0,526879.0,102904.06060606061,-15.760228550764548,52.63157894736842,47.368421052631575,{'IndividualTrusteeOrDirectorInd_percent_female': 47.368421052631575}
23-7223078,FAMILY ENDEAVORS INC,WWW.ENDEAVORS.ORG,2480,658444941.0,109042684.0,615364.0,42570.25759416768,27.394854131002383,72.72727272727273,27.27272727272727,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 33.33333333333333, 'OfficerInd_percent_female': 100.0}"
23-7232208,PROJECT FOR PRIDE IN LIVING INC,WWW.PPL-INC.ORG,293,24975691.0,14848595.0,373613.0,47550.895833333336,21.313597157592458,80.0,20.0,{'IndividualTrusteeOrDirectorInd_percent_female': 20.0}
23-7245152,Ocean Conservancy,www.oceanconservancy.org,149,49652396.0,19218308.0,619038.0,112507.56488549618,18.3922871133228,38.88888888888889,61.111111111111114,{'IndividualTrusteeOrDirectorInd_percent_female': 61.111111111111114}
23-7250641,ROCHESTER AREA COMMUNITY FOUNDATION,WWW.RACF.ORG,34,87623690.0,3562999.0,409982.0,90111.25806451614,-89.72624076358517,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
23-7256802,LAUREL HILL CENTER,WWW.LAUREL.ORG,98,8171510.0,4577175.0,175469.0,45378.41237113402,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7287150,Segerstrom Center for the Arts,HTTP://WWW.SCFTA.ORG,505,84488930.0,12136653.0,615063.0,19728.71227364185,-32.330085874792736,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'OfficerInd_percent_female': 50.0}"
23-7294685,NEW STAR INC,NEWSTARSERVICES.ORG,391,15946241.0,11881465.0,193143.0,29581.15681233933,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7303509,CHILDREN'S HUNGER ALLIANCE,WWW.CHILDRENSHUNGERALLIANCE.ORG,87,15146880.0,3166046.0,241086.0,34011.16279069767,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
23-7304163,SOUTHWEST BOSTON SENIOR SERVICES INCD/B/A ETHOS,WWW.ETHOCARE.ORG,228,50976438.0,8673081.0,173752.0,37441.97797356828,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7305963,AMERICAN RIVERS INC,WWW.AMERICANRIVERS.ORG,95,18619634.0,8439648.0,279636.0,82866.06666666667,37.23393983607261,20.0,80.0,{'IndividualTrusteeOrDirectorInd_percent_female': 80.0}
23-7314808,NATIONAL HEALTH FOUNDATION,WWW.NATIONALHEALTHFOUNDATION.ORG,107,11254179.0,6650048.0,285529.0,58251.35922330097,-100.0,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
23-7314838,TREEPEOPLE INC,WWW.TREEPEOPLE.ORG,101,11249621.0,4959849.0,228343.0,46072.82828282828,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7316001,CHRISTOPHER HOUSE,WWW.CHRISTOPHERHOUSE.ORG,281,19224620.0,13112129.0,192035.0,45698.93906810036,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7332048,THE SAN DIEGO LESBIAN GAY BISEXUALTRANSGENDER COMMUNITY CENTER,www.thecentersd.org,86,10832966.0,4915998.0,171505.0,55817.56470588235,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
23-7379332,SOUTH TEXAS BLOOD & TISSUE CENTER,WWW.SOUTHTEXASBLOOD.ORG,370,131841355.0,22640423.0,433207.0,56753.743093922654,-36.5249059452599,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 80.0, 'KeyEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 0.0}"
23-7395681,LAMBDA LEGAL DEFENSE & EDUCATION FUNDINC,WWW.LAMBDALEGAL.ORG,139,21934531.0,14525745.0,445357.0,93123.13178294574,26.47411859450452,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
23-7396710,GLENWOOD INC,WWW.GLENWOOD.ORG,566,28253913.0,22735299.0,216152.0,39665.57269503546,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7416272,SAMARITAN HOUSE,WWW.SAMARITANHOUSESANMATEO.ORG,124,30369685.0,8855999.0,243407.0,66364.49579831933,23.568701649108274,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
23-7421892,SOLID GROUND WASHINGTON,WWW.SOLID-GROUND.ORG,324,29222210.0,16604715.0,196866.0,50477.30434782609,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
23-7427817,ORLANDO BALLET INC,ORLANDOBALLET.ORG,123,8811426.0,3158675.0,151193.0,24651.491803278688,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
23-7451423,ADVOCATES INC,WWW.ADVOCATESINC.ORG,1913,134086629.0,93713714.0,348854.0,47761.2570977918,13.579861601234988,45.45454545454545,54.54545454545454,{'IndividualTrusteeOrDirectorInd_percent_female': 54.54545454545454}
23-9233412,NORRIS SQUARE COMMUNITY ALLIANCE,WWW.NSCAONLINE.ORG,165,9172105.0,4990775.0,126383.0,29660.926829268294,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
25-0965407,JEWISH FAMILY AND CHILDREN'S SERVICE OFPITTSBURGH,WWW.JFCSPGH.ORG,172,12787096.0,5926588.0,195660.0,32786.32941176471,19.629970356741286,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
25-0965466,THE PITTSBURGH FOUNDATION,WWW.PITTSBURGHFOUNDATION.ORG,78,149183284.0,8799428.0,663585.0,84155.21212121213,-9.41195666493025,41.66666666666667,58.333333333333336,{'IndividualTrusteeOrDirectorInd_percent_female': 58.333333333333336}
25-1056389,LIGHT OF LIFE MINISTRIES INC,WWW.LIGHTOFLIFE.ORG,94,14020024.0,4045376.0,169581.0,41675.215053763444,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
25-1126094,GIRL SCOUTS WESTERN PENNSYLVANIA,WWW.GSWPA.ORG,170,10713817.0,6931733.0,267841.0,39431.313609467456,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
25-1198158,CHILD DEVELOPMENT CENTERS INC,WWW.CDCENTERS.ORG,566,26993736.0,19218779.0,323661.0,33149.82978723404,-62.959811493650996,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
25-1203882,CHARTIERS CENTER,WWW.CHARTIERSCENTER.ORG,161,10619948.0,6028293.0,276512.0,35130.7106918239,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
25-1209266,FAMILYLINKS INC,WWW.FAMILYLINKS.ORG,443,33712828.0,16420064.0,315594.0,35354.9589977221,38.355080683832185,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
25-1215557,MAINSTAY LIFE SERVICES INC,WWW.MAINSTAYLIFESERVICES.ORG,469,27133047.0,19499068.0,243955.0,40562.21673819742,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
25-1216330,COALITION FOR CHRISTIAN OUTREACH,WWW.CCOJUBILEE.ORG,200,12325655.0,9847405.0,168552.0,48255.82323232323,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
25-1469002,THE PITTSBURGH TRUST FOR CULTURALRESOURCES,WWW.TRUSTARTS.ORG,406,50601813.0,11240156.0,765126.0,21279.08585858586,1.1165150969791857,80.0,20.0,{'IndividualTrusteeOrDirectorInd_percent_female': 20.0}
25-1492587,PHIPPS CONSERVATORY AND BOTANICALGARDENS INC,WWW.PHIPPS.CONSERVATORY.ORG,192,17828272.0,6346246.0,535217.0,27530.545454545456,55.361163564740934,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
25-1505216,ACHIEVA,WWW.ACHIEVA.INFO,0,2583167.0,145643.0,0.0,-24273.833333333332,-1.0,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
25-1577930,LAKESHORE COMMUNITY SERVICES INC,WWW.LAKESHORECS.ORG,488,24565424.0,19628089.0,185202.0,39923.792607802876,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
26-0086305,SEMPER FI & AMERICA'S FUND,WWW.THEFUND.ORG,190,52627529.0,15392739.0,241883.0,77867.6972972973,0.616741087177833,20.0,80.0,{'IndividualTrusteeOrDirectorInd_percent_female': 80.0}
26-1150699,350ORG,WWW.350.ORG,53,21511958.0,12690032.0,178205.0,243617.1,-15.854619839610166,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
26-1339988,CALCEF INNOVATIONS,WWW.NEWENERGYNEXUS.COM,0,8813623.0,2518914.0,0.0,-1259457.0,-1.0,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
26-1342579,FREEDOM PREPARATORY ACADEMY INC,WWW.FREEDOMPREP.ORG,292,33295008.0,17006465.0,233405.0,56925.08650519031,16.564761746722663,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
26-1509133,MY POSSIBILITIES,WWW.MYPOSSIBILITIES.ORG,122,10188118.0,4832129.0,196248.0,38313.06611570248,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
26-1759681,PARTNERSHIP FOR LOS ANGELES SCHOOLS,WWW.PARTNERSHIPLA.ORG,173,31128437.0,11370568.0,329067.0,55447.567901234564,15.802823426716822,81.81818181818183,18.181818181818183,{'IndividualTrusteeOrDirectorInd_percent_female': 18.181818181818183}
26-1839249,The Young Center for ImmigrantChildren's Rights,www.theyoungcenter.org,96,10481518.0,9202507.0,197173.0,92773.13043478261,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
26-1914515,BELLWETHER EDUCATION PARTNERS INC,BELLWETHEREDUCATION.ORG,111,18147451.0,12592012.0,414283.0,92140.67346938775,-8.097506748225623,30.76923076923077,69.23076923076923,"{'FormerOfcrDirectorTrusteeInd_percent_female': 0.0, 'HighestCompensatedEmployeeInd_percent_female': 80.0, 'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'KeyEmployeeInd_percent_female': 80.0}"
26-2034843,SUMMIT PUBLIC SCHOOLS,WWW.SUMMITPS.ORG,477,62350567.0,39478974.0,566191.0,79782.78038379531,-36.15809278448642,37.5,62.5,"{'IndividualTrusteeOrDirectorInd_percent_female': 57.14285714285714, 'OfficerInd_percent_female': 100.0}"
26-2302028,FAMILIES AGAINST NARCOTICS INC,WWW.FAMILIESAGAINSTNARCOTICS.ORG,29,4733679.0,2274534.0,157869.0,75595.17857142857,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
26-2303250,CLIMATEWORKS FOUNDATION,WWW.CLIMATEWORKS.ORG,116,366181053.0,22371976.0,527359.0,162956.78431372548,10.029785733195903,57.14285714285714,42.857142857142854,"{'HighestCompensatedEmployeeInd_percent_female': 20.0, 'IndividualTrusteeOrDirectorInd_percent_female': 50.0, 'KeyEmployeeInd_percent_female': 60.0, 'OfficerInd_percent_female': 50.0}"
26-2418959,DIGITAL GREEN FOUNDATION,WWW.DIGITALGREEN.ORG,18,22099634.0,3654243.0,223310.0,206907.57142857142,20.2562954338513,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
26-2427526,NEW TEACHER CENTER,WWW.NEWTEACHERCENTER.ORG,160,27076985.0,15107806.0,369611.0,84317.93959731543,29.06760539333735,45.45454545454545,54.54545454545454,{'IndividualTrusteeOrDirectorInd_percent_female': 54.54545454545454}
26-2763038,KIND INC,WWW.SUPPORTKIND.ORG,418,46801634.0,30902396.0,473333.0,69089.52088452088,-6.037621859973816,27.27272727272727,72.72727272727273,{'IndividualTrusteeOrDirectorInd_percent_female': 72.72727272727273}
26-2961334,ISAIAH HOUSE INC,WWW.ISAIAH-HOUSE.ORG,590,21645314.0,12083986.0,184624.0,20202.651952461798,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
26-3043727,TOGETHER WE RISE,WWW.TOGETHERWERISE.ORG,49,8918064.0,1963914.0,157381.0,37636.104166666664,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
26-3618722,PENCILS OF PROMISE INCORPORATED,WWW.PENCILSOFPROMISE.ORG,28,5028626.0,3018792.0,185341.0,99946.28,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
26-3710746,ChangeLab Solutions,www.changelabsolutions.org,59,13606627.0,5628414.0,229231.0,90834.48214285714,-19.74060239906745,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
26-3849472,TEACH PLUS INC,WWW.TEACHPLUS.ORG,72,12042496.0,9550790.0,249494.0,123958.9375,-12.601912323387543,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 33.33333333333333, 'KeyEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 75.0}"
26-4371125,THE BOYS AND GIRLS CLUBSOF METROPOLITAN BALTIMORE,WWW.BGCMETROBALTIMORE.ORG,100,6545747.0,2232220.0,159769.0,20933.848484848484,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
26-4430860,OURCALLING INC,HTTP://WWW.OURCALLING.ORG,47,5299516.0,1730255.0,216371.0,29723.088888888888,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
27-0904821,LIFENET INTERNATIONAL CORPORATION,WWW.LNINTERNATIONAL.ORG,9,4219535.0,2149521.0,195787.0,244216.75,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
27-0989006,URBAN TEACHER CENTER INC,WWW.URBANTEACHERS.ORG,220,47168163.0,9169122.0,231033.0,37201.01408450704,9.434328236931568,28.57142857142857,71.42857142857143,{'IndividualTrusteeOrDirectorInd_percent_female': 71.42857142857143}
27-1067272,CODE FOR AMERICA LABS INC,WWW.CODEFORAMERICA.ORG,161,93211076.0,19670660.0,312248.0,115591.25165562914,-8.425327727560711,40.0,60.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 83.33333333333334, 'OfficerInd_percent_female': 25.0}"
27-1274290,REACH INSTITUTE FOR SCHOOL LEADERSHIP,WWW.REACH.EDU,33,7605222.0,2448916.0,168182.0,68309.48387096774,2.9979427049268055,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
27-1672159,KVC HOSPITALS INC,WWW.KVC.ORG,821,47118589.0,22244362.0,316806.0,26737.15847665848,-158.33929630784849,57.14285714285714,42.857142857142854,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}"
27-1720480,TEAM RUBICON INC,WWW.TEAMRUBICONUSA.ORG,213,40257630.0,18046888.0,337417.0,77414.98536585366,-7.250431231782555,75.0,25.0,"{'HighestCompensatedEmployeeInd_percent_female': 40.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'OfficerInd_percent_female': 0.0}"
27-1777117,THE LITERACY LAB,THELITERACYLAB.ORG,709,29239466.0,12795104.0,200711.0,17788.6906779661,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
27-2087950,Mary's Place Seattle,www.marysplaceseattle.org,410,27157321.0,13241543.0,153497.0,32000.112469437652,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
27-2460359,DEMOCRACY WORKS INC,DEMOCRACY.WORKS,82,12158361.0,8611642.0,417770.0,93333.2027027027,11.967512708839552,75.0,25.0,{'IndividualTrusteeOrDirectorInd_percent_female': 25.0}
27-3207754,HELP ME SEE INC,WWW.HELPMESEE.ORG,31,15034347.0,5452940.0,1023399.0,113004.95454545454,4.430673324519708,77.77777777777779,22.22222222222222,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333, 'OfficerInd_percent_female': 25.0}"
27-3523909,COMMUNITY SOLUTIONS INTERNATIONAL INCCOMMUNITY SOLUTIONS,WWW.CMTYSOLUTIONS.ORG,93,122989223.0,8629033.0,283155.0,84913.19767441861,-17.555682374702002,14.285714285714285,85.71428571428571,{'IndividualTrusteeOrDirectorInd_percent_female': 85.71428571428571}
27-3943866,CENTER FOR BIOLOGICAL DIVERSITY INC,WWW.BIOLOGICALDIVERSITY.ORG,230,27585235.0,20583758.0,405424.0,81442.0090909091,23.3436731798067,70.0,30.0,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 0.0}"
27-3990987,FOODCORPS INC,WWW.FOODCORPS.ORG,256,42042342.0,14599336.0,227550.0,52986.99193548387,22.716388862730334,12.5,87.5,{'IndividualTrusteeOrDirectorInd_percent_female': 87.5}
27-4207843,ARKANSAS EARLY LEARNING INC,WWW.AREARLYLEARNING.ORG,319,17680686.0,7923838.0,151276.0,24442.01886792453,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
27-4238843,NAVIGATOR SCHOOLS,WWW.NAVIGATORSCHOOLS.ORG,230,19544787.0,12493339.0,208146.0,52551.03964757709,17.162871715184398,66.66666666666666,33.33333333333333,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'OfficerInd_percent_female': 0.0}"
27-4480214,PARC COMMUNITY PARTNERSHIP FOUNDATION,WWW.PARC-UT.ORG,246,10698488.0,7811079.0,173446.0,31304.40425531915,61.490418426967054,72.72727272727273,27.27272727272727,{'IndividualTrusteeOrDirectorInd_percent_female': 27.27272727272727}
27-5111197,COMPLETELY KIDS,COMPLETELYKIDS.ORG,248,8738088.0,3719648.0,223857.0,14153.0,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
30-0038860,LONE STAR COMMUNITY HEALTH CENTER,WWW.LONESTARFAMILY.ORG,269,30112836.0,19787235.0,405807.0,66775.32567049809,-3.0461986859400056,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
30-0102842,THE FLOATING HOSPITAL FOUNDATION INC,WWW.THEFLOATINGHOSPITAL.ORG,3,3880605.0,304739.0,0.0,152369.5,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
30-0249717,KIDS SMILES INC,WWW.KIDSSMILES.ORG,100,5927294.0,4191158.0,304460.0,36333.58762886598,-68.0521057570238,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
30-0440226,THE CHICAGO HIGH SCHOOL FOR THE ARTS,WWW.CHIARTS.ORG,195,11358918.0,7416754.0,184923.0,37277.4793814433,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
30-0728021,GIRLS WHO CODE INC,WWW.GIRLSWHOCODE.COM,337,28119627.0,7599218.0,322241.0,18541.51818181818,-22.790815735801,42.857142857142854,57.14285714285714,{'IndividualTrusteeOrDirectorInd_percent_female': 57.14285714285714}
30-0878820,TRANSCEND INC,HTTP://WWW.TRANSCENDEDUCATION.ORG,79,36384149.0,12110883.0,331976.0,144762.16666666666,20.440439266342345,57.14285714285714,42.857142857142854,{'IndividualTrusteeOrDirectorInd_percent_female': 42.857142857142854}
