ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category,Average Salary,CEO Pay Ratio,Candid Reporting,Diversity Reporting,Highest Compensated,Officers,Pay Gap,Trustees,total_score
521290127,Capital Impact Partners,Arlington,VA,1.6975E+18,Black/African American,Male,Decline to state,Decline to state,Decline to state,,,,,,18,1,7,3,,,,7,,,,,6,12,,,,,,,,,,,,,,,,6,,3,,,,,3,,,,,3,3,,,,,,,,,,,,,,,,140,17,47,10,,,1,61,4,,,,86,54,,,,,,,,,,,,,,,,346225.8,309740.2222,-11.77941228,64.28571429,35.71428571,123599.9009,759503,17951688,WWW.CAPITALIMPACT.ORG,125,55782044,40,21.05263158,37.5,,,other,5,3,5,5,6,6,10,0,40
941312348,United Way of the Bay Area,San Francisco,CA,1.68627E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,1,4,3,1,,,4,,,,,7,6,,,,,,,,,,,,,,,,12,3,3,2,,,,4,,,,,7,5,,,,,,,,,,,,,,,,57,17,10,9,,,,17,4,,,,31,20,2,,4,,,,,,,,,,,,,197319,270716,27.1121766,75,25,124011.3125,388402,6962010,WWW.UWBA.ORG,52,20860247,20,46.15384615,40,0,,other,5,5,5,5,0,6,6,8,40
942506933,National Center for Youth Law,Oakland,CA,1.67659E+18,White/Caucasian/European,Female,,,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,13,3,2,1,,,,7,,,,,8,5,,,,,,,,,,,,,,,,6,1,1,,,,,2,1,,,1,5,1,,,,,,,,,,,,,,,,89,9,11,28,,1,,28,6,,,6,76,13,,,,,,,,,,,,,,,,206774.3333,245844.6667,15.89228429,33.33333333,66.66666667,98035.59434,342698,12369953,www.youthlaw.org,115,23935846,80,54.54545455,42.85714286,100,,other,5,5,5,5,0,6,6,8,40
20784790,Fii - National,OAKLAND,CA,1.67867E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),,,,,,,,11,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,4,2,1,0,,,,1,0,,,,3,1,,,,,,,,,,,,,,,,59,9,17,10,,,,15,4,,4,,40,17,2,,,,,,,,,,,,,,,160044.25,213224.3333,24.94090731,42.85714286,57.14285714,91341.5625,271317,5664245,WWW.UPTOGETHER.ORG,55,76416139,40,33.33333333,66.66666667,,100,other,5,5,5,5,6,4,6,4,40
462594689,Cristo Rey San Jose High School,San Jose,CA,1.69344E+18,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,19,1,,4,1,,1,12,,,,,5,14,,,,,,,,,,,,,,,,7,2,,2,,,,2,1,,,,5,2,,,,,,,,,,,,,,,,92,14,4,49,,,1,19,5,,,,57,34,,1,,,,,,,,,,,,,,174874.5,190142,8.029525302,50,50,39330.46957,222854,5253037,WWW.CRISTOREYSANJOSE.ORG,119,17330154,40,36.84210526,40,,,other,2,4,5,5,6,6,6,6,40
730641590,Goodwill Industries of Central Oklahoma Inc,Oklahoma City,OK,1.67642E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18,,3,2,,2,,11,,,,,8,10,,,,,,,,,,,,,,,,14,,2,1,,1,,10,,,,,6,8,,,,,,,,,,,,2,8,4,,837,10,157,67,,61,,458,37,,,47,450,385,,2,,,,,,,,,,119,282,14,422,173759,217284.3333,20.03151017,60,40,12794.43275,297550,25065699,WWW.OKGOODWILL.ORG,1886,45715064,40,46.66666667,50,66.66666667,,other,0,0,5,5,6,10,6,8,40
362167771,Lawrence Hall,Chicago,IL,1.68834E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,24,2,4,0,,0,,18,0,,0,0,9,15,0,0,0,,,,,2,22,,,,,,,14,,4,,,,,9,1,,,,11,3,,,,,,,14,1,13,,,,,,14,232,3,167,11,,0,,51,0,,0,0,155,77,0,0,0,,,,,,,,,0,232,0,0,199174,201897,1.348707509,50,50,44525.00882,201897,15539574,www.lawrencehall.org,342,22913855,33.33333333,38.0952381,55.55555556,,,other,2,4,5,5,4,6,8,6,40
237222333,Trust for Public Land,SAN FRANCISCO,CA,1.65364E+18,White/Caucasian/European,Female,,,Person without a disability,,,,,,21,,,1,,,,20,,,,,7,14,,,,,,,,,,,,,,,,45,6,1,2,,0,,36,0,,,,16,29,,,,,,,,,,,,,,,,241,22,11,16,,,,185,7,,,,164,77,,,,,,,,,,,,,,,,275583.7778,238064.3,-15.76022855,52.63157895,47.36842105,102904.0606,526879,42215071,WWW.TPL.ORG,382,193309210,20,47.82608696,54.54545455,,,other,5,4,5,0,0,8,10,8,40
133850158,Tntp Inc,NEW YORK,NY,1.69016E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10,,4,2,,1,,3,,,,,4,6,,,,,,,,2,8,,,1,9,,,21,,8,4,,,,9,,,,,16,5,,,,,,,,3,9,9,,,1,20,,686,40,188,93,,9,,343,3,,10,,548,138,,,,,,,,73,498,115,,29,10,647,,261617.2222,284726.25,8.116226649,30.76923077,69.23076923,80793.75484,401737,86872615,TNTP.ORG,1045,144637728,60,50,75,,,other,4,4,5,5,6,0,6,10,40
520882226,American Near East Refugee Aid Inc,Washington,DC,1.68731E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,39,,,,,,,,,,,,18,21,,,,,,,,,,,,,,,,10,,1,,3,,,6,,,,,,,,,,,,,,,,,,,,,,113,3,4,3,59,2,,19,,,,23,,,,,,,,,,,,,,,,,,171455.25,263674.5,34.97465625,33.33333333,66.66666667,187761.5172,342903,6658254,WWW.ANERA.ORG,35,100752656,66.66666667,41.66666667,57.14285714,,,other,5,5,5,5,4,6,4,6,40
942260626,Swords To Plowshares Veterans Rights Organization,SAN FRANCISCO,CA,1.67452E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14,1,3,2,,,,7,1,,,,5,9,,,,,,,,1,5,8,,5,9,,,3,,1,,,,,2,,,,,2,1,,,,,3,,,,3,,,,,,,215,17,94,20,,,,63,19,,,2,112,100,,,3,,,,,,,,,,,,,191365.5,211358,9.459069446,33.33333333,66.66666667,59563.5748,211358,15723237,WWW.SWORDS-TO-PLOWSHARES.ORG,257,30349510,60,18.18181818,50,,,other,3,5,5,5,6,10,6,0,40
942512284,Rural Community Assistance,W SACRAMENTO,CA,1.68376E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11,,,2,,1,1,6,0,1,,,5,6,,,,,,,,,,,,,,,,10,3,,1,,,,6,,,,,6,4,,,,,10,,,,,,,,,,,163,18,2,23,,7,,103,3,,0,7,,,,,,,,,,,,,,,,,,298791,175534,-70.21830529,50,50,84193.51777,298791,17060448,WWW.RCAC.ORG,199,32872425,,62.5,50,,,other,4,5,5,0,0,10,10,6,40
131941627,Vera Institute of Justice Inc,BROOKLYN,NY,1.69517E+18,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,Decline to state,Decline to state,Person without a disability,,,,,,17,0,6,2,,,,8,1,,,,7,10,,,,,,,,,,,,,,,,11,2,2,0,,,,5,2,,,,7,4,,,,,,,,,,,,,,,,275,39,58,52,0,0,0,110,10,,6,0,190,77,8,,,,,,,,,,,,,,,256596.2857,301431,14.87395599,53.33333333,46.66666667,89965.66418,605132,40373819,WWW.VERA.ORG,417,265119422,60,47.61904762,28.57142857,,,other,5,3,5,5,6,2,6,8,40
730707328,World Neighbors Inc,Oklahoma City,OK,1.69232E+18,White/Caucasian/European,Female,,,,,,,,,14,1,1,,,,,12,,,,,8,6,,,,,,,,,,,,,,,,7,1,2,1,,0,,3,0,,0,0,2,5,0,0,,,,,,,,,,,,,,52,21,11,15,,,,5,,,,,16,36,,,,,,,,,,,,,,,,262665,156637,-67.69026475,50,50,320598.5,262665,1701696,www.wn.org,6,3387870,,57.14285714,66.66666667,,,other,5,5,5,5,0,4,10,6,40
135562976,Boys & Girls Clubs of America,Atlanta,GA,1.66596E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,49,3,11,2,,1,,32,0,,0,,11,38,,,,,,,,,,,,,,,,15,,3,1,,,,10,,1,,,9,6,,,,,,,,3,12,,,,,,,480,18,142,28,,11,,261,8,,,12,333,147,,,,,,,,,,,,1,,,479,527366.3333,418791.2857,-25.92581348,70,30,111601.4804,918227,61430393,www.bgca.org,520,217713685,20,39.47368421,36.36363636,0,,other,5,3,5,5,0,6,10,6,40
461657101,Sandy Hook Promise Foundation,Newtown,CT,1.63585E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,9,,,,,,,4,,,1,4,2,7,,,,,5,,4,,4,1,4,1,4,,4,6,,,,,,,5,1,,,,4,2,,,,,,,,,,,,,1,,5,81,4,14,12,,,,46,4,,1,,56,25,,,,,,,,,,,,1,8,3,69,178407.3333,158759.5,-12.37584732,40,60,78274.58696,226110,7898194,HTTP://WWW.SANDYHOOKPROMISE.ORG,97,25529583,60,33.33333333,14.28571429,100,,other,4,5,5,5,6,0,10,4,39
262763038,Kind Inc,Washington,DC,1.66553E+18,White/Caucasian/European,Female,,,,,,,,,19,0,,4,,,,9,,,6,,10,9,,,,,,,,,,,,,,,,11,,2,1,,,,8,,,,,7,4,,,,,,,,,,,,,,,11,411,18,13,202,,1,,104,5,,68,,320,70,,21,,,,,,,,,,9,78,324,,256987.125,242354.6667,-6.03762186,27.27272727,72.72727273,69089.52088,473333,30902396,WWW.SUPPORTKIND.ORG,418,46801634,80,56.25,40,100,,other,4,3,5,5,0,6,10,6,39
581627547,American College of Rheumatology,Brookhaven,GA,1.70554E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,21,3,2,1,2,,,13,,,,,13,8,,,,,21,,,,,,,,,,,7,1,1,,,,,5,,,,,4,3,,,,,,,,,,,,,,,,120,,,,,,,,,,,,98,22,,,,,,,,,,,,,,,,233023,311365.8333,25.16102441,85.71428571,14.28571429,104662.1136,713327,15916617,WWW.RHEUMATOLOGY.ORG,139,30857618,40,52.94117647,36.36363636,,,college,5,3,5,0,6,6,6,8,39
592617151,Guadalupe Center Inc,Immokalee,FL,1.69776E+18,White/Caucasian/European,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,21,,,2,,,,19,,,,,11,10,,,,,21,,,,21,,,,,,21,4,,,,,,,4,,,,,2,2,,,,,4,,,,4,,,,,,4,342,1,31,270,,,1,30,4,,,5,292,50,,,,,,,,,,,,,,,,247964,151877,-63.26632736,50,50,13803.77419,247964,6390679,www.guadalupecenter.org,436,10336236,,47.61904762,50,,,other,0,1,5,5,0,10,10,8,39
510079778,Opportunity Center Incorporated,Oakton,VA,1.66908E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14,1,,1,,,,9,,,3,,3,9,,2,,,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,6,46,5,,,,92,3,,,,70,82,,,,,152,,,,,,,26,31,36,59,53878.6,44660.5,-20.64038692,54.54545455,45.45454545,20663.90295,173034,5434701,WWW.SERVICESOURCE.ORG,248,7361490,40,20,50,0,,other,1,2,5,5,6,10,10,0,39
362597741,Community and Economic Development Association of Cook County Inc,Chicago,IL,1.61831E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,,5,2,,,,5,,1,,,7,6,,,,,,,,,,,,,,,,5,,2,,,,,3,,,,,2,3,,,,,,,,,,,,,,,,337,16,125,106,,,,78,12,,,,,,,,,,,,,,,,,,,,,197618.5,233375,15.32147831,60,40,50973.69789,282540,22861131,WWW.CEDAORG.NET,432,234837764,40,53.84615385,30,,,other,3,4,5,5,6,2,6,8,39
382185735,Residential Opportunities Incorporated,Kalamazoo,MI,1.66294E+18,Black/African American,Female,,,,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,16,1,3,,,,,8,,,4,,6,6,,4,,,11,5,,,11,5,,1,10,5,,10,,2,,,,,8,,,,,8,2,,,,,8,1,1,,9,1,,,9,1,,351,,14,4,,,,48,7,,278,,58,17,,276,,1,61,285,4,10,62,279,,8,60,280,3,154367,152704,-1.089034996,50,50,38651.8498,154367,19864907,WWW.RESIDENTIALOPPORTUNITIES.ORG,508,29208902,100,42.85714286,55.55555556,,,other,2,5,5,5,0,6,10,6,39
910823767,Sound Generations,SEATTLE,WA,1.68782E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17,3,2,1,2,,,8,,,1,,11,5,1,,,,,,,1,16,,,2,15,,,6,,2,1,,,,2,,,,1,3,3,,,,,6,,0,,,,6,1,5,,0,175,23,28,11,,0,,102,10,,0,1,100,74,,,1,,,,,,,,,9,,,166,165509.5,205590.5,19.49555062,50,50,35350.61753,218170,9615205,www.soundgenerations.org,255,19430368,50,70,36.36363636,,,other,2,3,5,5,10,6,6,2,39
952788014,Wise & Healthy Aging,SANTA MONICA,CA,1.66964E+18,,,,,,,,,,,21,5,2,1,,0,,13,,,,,9,12,,,,,21,,,,,21,,,,,21,5,1,1,,,1,,2,,,,,4,1,,,,,5,,,,5,,,,5,,,78,5,12,13,,1,,19,2,,26,,66,11,,1,,,,,78,,,,78,,,,78,216483.5,170622,-26.8790074,33.33333333,66.66666667,50640.21569,250543,5768891,WWW.WISEANDHEALTHYAGING.ORG,105,9003877,100,56.25,42.85714286,100,,hospital,3,4,5,5,0,6,10,6,39
751785357,North Texas Food Bank,PLANO,TX,1.67089E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22,2,4,1,,,,15,,,,,12,10,,,,,,,,,,,,,,,,6,,1,1,,,,4,,,,,4,2,,,,,6,,,,6,,,,6,,,207,7,52,45,,2,,90,7,,,4,129,78,,,,,,,,,,,,,,,,324666.5,319956,-1.472233682,20,80,50013.30108,616915,15572333,WWW.NTFB.ORG,284,213425483,,52.38095238,60,66.66666667,,other,3,2,5,5,0,6,10,8,39
530167933,Wilderness Society,WASHINGTON,DC,1.69042E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,31,1,4,0,,2,,22,2,,0,,11,20,0,0,0,,,,,,,,,,,,,15,0,3,4,,1,,7,,,,,9,6,,,,,,,,,,,,,,,,146,8,6,10,,1,,118,3,,0,,82,64,0,0,,,,,,,,,,2,77,67,,228345,254714,10.35239524,38.46153846,61.53846154,110564.3193,415400,21454007,WWW.WILDERNESS.ORG,179,62637504,40,36.36363636,42.85714286,75,,other,5,5,5,0,6,6,6,6,39
61296692,Neighborhood Defender Service Inc,NEW YORK,NY,1.57118E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7,1,4,,,,,2,,,,,3,4,,,,,7,,,,7,,,,,,,8,,4,1,,,,3,,,,,4,4,,,,,8,,,,8,,,,8,,,156,11,43,32,,0,,67,2,,,1,93,63,,,,,,,,9,43,,104,2,154,,,189201.25,276000.8,31.44902116,55.55555556,44.44444444,103296.5856,499495,20833491,WWW.NEIGHBORHOODDEFENDER.ORG,190,24309566,60,50,22.22222222,,,other,5,4,5,5,6,0,4,10,39
133480246,Naf,NEW YORK,NY,1.68549E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22,0,6,,,,,16,,,,,6,16,,,,,,,22,,,,22,,,,22,6,0,2,1,,0,,3,0,,,,4,2,,,,,,,6,,,,6,,,,6,84,5,20,13,,,,44,2,,,,60,24,,,,,,,84,,,,84,,,,84,300317.8182,213176.5714,-40.87749708,38.88888889,61.11111111,121720.0152,597364,12829253,WWW.NAF.ORG,84,18819868,20,25,50,57.14285714,,other,5,4,5,5,0,10,10,0,39
300198705,Spring Branch Community Health Center,Houston,TX,1.65151E+18,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12,0,3,4,,0,,5,0,,0,0,4,8,0,0,0,0,12,0,0,0,0,0,12,0,0,0,12,6,0,1,1,,0,,4,0,,0,0,2,4,0,0,0,0,6,0,,0,0,0,6,0,0,0,6,250,14,46,164,,0,,23,3,,0,0,216,34,0,0,0,,,,,,,,,,,,,188914.2,186788,-1.138295822,44.44444444,55.55555556,53922.90777,252831,12799842,WWW.SBCHC.NET,215,18922637,40,33.33333333,27.27272727,,,hospital,3,4,5,5,6,2,10,4,39
237013563,The Bridge Family Center Inc,WEST HARTFORD,CT,1.70476E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,2,2,1,,,,8,,,,,8,5,,,,,13,,,1,12,,,,13,,,9,,,,,,,8,1,,,,7,2,,,,,,,,0,9,,,,,,9,148,3,59,22,,,,55,9,,,,107,41,,,,,,,,,,,,,,,,249152,176033,-41.53709816,50,50,41126.77372,249152,6059553,WWW.BRIDGEFAMILYCENTER.ORG,139,8707199,,50,66.66666667,,,other,2,3,5,5,0,4,10,10,39
237105149,Public Counsel,Los Angeles,CA,1.70639E+18,White/Caucasian/European,Female,,,,,,,,,85,9,7,4,0,0,0,65,0,,0,0,34,51,0,0,0,,,,,,,,,,,,,5,0,0,2,0,0,0,2,1,,0,0,4,1,0,0,0,0,5,0,0,,,,,,,,,160,11,7,67,,,,57,9,,9,,119,35,2,4,,,,,,,,,,,,,,189748.8,192598.3333,1.479521284,37.5,62.5,76777.7,260619,14578748,WWW.PUBLICCOUNSEL.ORG,178,17516532,60,36.14457831,85.71428571,66.66666667,,other,4,5,5,5,6,0,8,6,39
231352118,Jevs Human Services,PHILADELPHIA,PA,1.67279E+18,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18,,2,,,,,16,,,,,9,9,,,,,,,18,,,,18,,,,18,14,,1,3,,,,10,,,,,9,5,,,,,,,14,,,,14,,,,14,887,22,553,60,,1,,201,28,,,22,603,284,,,,,,,,,,,,51,,,836,230926.4,280584.5,17.69809095,61.53846154,38.46153846,48270.39049,532527,52104132,WWW.JEVSHUMANSERVICES.ORG,1022,72656395,60,58.33333333,35.71428571,33.33333333,,other,3,2,5,5,6,6,6,6,39
750808774,Dallas Museum of Art,Dallas,TX,1.67892E+18,Hispanic/Latino/Latina/Latinx,Male,Transgender,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,65,8,12,6,,0,,39,0,,,,39,26,,,,,,,65,3,62,,,,,,65,8,0,0,1,,0,,7,,,,,5,3,,,,,,,8,2,6,,,,,,8,250,8,50,50,,0,,117,25,,,,165,85,,,,,,,250,,,,250,,,,,229156.3333,414157.5,44.66927839,40,60,41999.18788,660598,15375516,WWW.DMA.ORG,335,50059410,60,58.33333333,50,50,,other,2,1,5,5,6,10,4,6,39
231425035,Mental Health Partnerships,PHILADELPHIA,PA,1.64191E+18,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,12,1,5,0,,,,6,,,,,5,6,1,,,,,,,1,11,,,,,,,7,,3,1,,,,3,,,,,5,2,,,,,,,,,,,,,,,,150,3,87,7,,,,49,4,,,,90,60,,,,,,,,,,,,59,,,91,169807,270466,37.21687754,50,50,38442.6009,270466,9012973,WWW.MENTALHEALTHPARTNERSHIPS.ORG,225,15637637,66.66666667,37.5,50,100,,other,2,3,5,5,4,10,4,6,39
61576405,El Education Inc,NEW YORK,NY,1.69154E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17,,3,,,,,13,1,,,,9,8,,,,,,,,,,,,,,,,6,,4,,,,,2,,,,,3,3,,,,,,,,,,,,,,,,219,9,51,14,,,,138,7,,,,163,56,,,,,,,,,,,,,,,,229691.6,224071.8333,-2.508020122,54.54545455,45.45454545,108661.7397,421679,18357503,WWW.ELEDUCATION.ORG,157,41458493,20,66.66666667,50,60,100,college,5,5,5,0,0,10,10,4,39
237395681,Lambda Legal Defense and Education Fund Inc,CHICAGO,IL,1.64928E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,34,3,6,4,,,,21,,,,,13,21,,,,3,31,,,29,2,3,,,,,,18,1,3,2,,,,10,2,,,,9,8,,1,,1,17,,,12,3,3,,,,,,88,6,15,16,,1,,44,3,1,,2,34,44,5,4,1,10,78,,,61,10,17,,,,,,219650.6667,298739.25,26.47411859,40,60,93123.13178,445357,14525745,WWW.LAMBDALEGAL.ORG,139,21934531,60,58.06451613,30,66.66666667,,other,5,4,5,5,6,2,6,6,39
131991946,Abbott House,IRVINGTON,NY,1.68601E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17,,,,,,,,,,,,6,11,,,,,17,,,,,,,,,,,11,,3,1,,,,6,0,1,,,8,3,,,,,11,,,,,,,,,,,650,,200,100,,,,100,250,,,,450,200,,,,,,,,,,,,,,,,163864.2,229769,28.68306865,37.5,62.5,50624.32869,256860,37856896,WWW.ABBOTTHOUSE.NET,726,52267809,60,35.29411765,33.33333333,50,,other,3,4,5,5,6,4,6,6,39
530242652,Nature Conservancy,ARLINGTON,VA,1.67858E+18,White/Caucasian/European,Female,,,,,,,,,21,,,,,,,,,,,21,,,,,21,,,,21,,,,21,,,,21,324,28,16,23,,3,,225,7,,22,,134,112,5,20,53,3,253,15,53,25,212,35,52,5,38,281,,4950,397,236,522,,35,,3121,150,,489,,2245,1260,76,291,1078,21,3626,217,1086,477,2896,494,1083,138,566,4246,,463998.25,435879.4167,-6.451057852,75,25,107568.999,758013,441235026,WWW.NATURE.ORG,4052,1312108803,20,40,50,12.5,0,other,5,3,5,0,0,10,10,6,39
956097416,Choc Foundation,Orange,CA,1.6917E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23,3,1,2,,,,16,,1,,,13,10,,,,,,,,,,,,,,,,8,,,1,,,,7,,,,,6,2,,,,,8,,,2,6,,,,8,,,53,9,2,6,,,,35,1,,,,46,7,,,,,,,,,,,,,,,,733181.8,443291.3333,-65.39502239,37.5,62.5,114496.5088,759942,8679093,WWW.CHOC.ORG,65,45604611,60,50,83.33333333,0,,hospital,5,3,5,0,6,0,10,10,39
620627921,Cheekwood Botanical Garden and Museum of Art,NASHVILLE,TN,1.66E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,37,2,3,1,,,,31,,,,,18,19,,,,,,,,,,,,,,,,8,,,,,,,8,,,,,5,3,,,,,,,,,,,,,,,,200,2,29,6,,0,,155,8,,0,0,81,115,,3,1,,,,,,,,,,,,,264947.6667,173623.5,-52.59896654,40,60,19062.23843,450743,6498579,WWW.CHEEKWOOD.ORG,286,15349949,50,50,33.33333333,,,other,0,0,5,0,10,4,10,10,39
231977514,Youth Advocate Programs Inc,HARRISBURG,PA,1.62073E+18,White/Caucasian/European,,,,,,,,,,17,0,8,2,,0,,7,0,,,,8,9,,,,,,,,,,,,,,,,9,1,2,1,,,,5,,,,,5,4,,,,,,,,,,,,,,,,2128,,906,255,,,,925,42,,,,1470,658,,,,,,,,,,,,,,,,209012.6667,212150.5,1.47906007,40,60,17832.96494,272954,62592901,WWW.YAPINC.ORG,3456,83502845,60,41.66666667,45.45454545,,,other,0,1,5,5,6,8,8,6,39
223053747,Ceres Inc,BOSTON,MA,1.68005E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24,2,4,,,,,18,,,,,11,13,,,,,24,,,,,,,,,,,20,,2,,,,,17,1,,,,12,8,,,,,20,,,2,17,1,,1,12,7,,223,22,14,10,,,,163,11,,3,,154,69,,,,1,222,,,21,145,57,,7,182,34,,247243.4286,235125.5,-5.153812994,22.22222222,77.77777778,93897.19811,310658,22107161,WWW.CERES.ORG,221,31657448,60,45.83333333,75,,,other,5,5,5,0,6,0,10,8,39
112683663,Cypress Hills Local Development Corporation Inc,Brooklyn,NY,1.61538E+18,White/Caucasian/European,Female,,,,,,,,,16,0,5,8,,0,,3,,,,,9,7,,,,,,,,,,,,,,,,13,0,4,4,,,,5,,,,,9,4,,,,,,,,,,,,,,,,404,20,118,227,,2,,25,12,,,,271,133,,,,,,,,,,,,,,,,204029.5,154020,-32.46948448,33.33333333,66.66666667,21853.91353,208548,12188361,WWW.CYPRESSHILLS.ORG,535,19227738,66.66666667,44.44444444,62.5,,,other,1,2,5,5,4,6,10,6,39
521693387,World Wildlife Fund Inc,WASHINGTON,DC,1.58815E+18,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,23,4,1,1,,,,17,,,,,9,14,,,,,,,,,,,,,,,,16,1,1,1,,,,11,1,,,1,9,7,,,,,,,,,,,,,12,4,,565,59,34,42,,2,,380,12,,10,26,390,174,,,1,,,,,,,,,7,404,154,,445503.4,562575.75,20.8100598,61.53846154,38.46153846,152737.5418,1160844,114408090,WWW.WORLDWILDLIFE.ORG,718,381636162,60,46.66666667,57.14285714,0,,other,5,3,5,0,6,6,6,8,39
