ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category
42104352,166430.0,0.0,-1.0,0.0,100.0,48597.24615384615,166430.0,3325251.0,WWW.JFSWM.ORG,66,5975351.0,JEWISH FAMILY SERVICE OF WESTERNMASSACHUSETTS INC,,77.77777777777779,55.55555555555556,,,other
42104826,0.0,206175.0,100.0,100.0,0.0,27253.0,206175.0,2822463.0,SVDPBOSTON.ORG,97,5990877.0,SOCIETY OF ST VINCENT DE PAUL,100.0,33.33333333333333,40.0,,,other
20222162,0.0,153895.0,100.0,100.0,0.0,65399.0,153895.0,5124219.0,WWW.NASHUACHILDRENSHOME.ORG,77,5993945.0,NASHUA CHILDREN'S HOME,,41.66666666666667,0.0,,,other
111782495,193355.0,0.0,-1.0,0.0,100.0,35500.470588235294,193355.0,2607387.0,WWW.PARRISHART.ORG,69,6006161.0,THE PARRISH ART MUSEUM INC,,46.15384615384615,42.85714285714285,,,other
42103802,175814.0,0.0,-1.0,0.0,100.0,13185.416083916083,175814.0,3946843.0,WWW.SPRINGFIELDJCC.ORG,287,6006732.0,SPRINGFIELD JEWISH COMMUNITY CENTER INC,,64.70588235294117,50.0,,,other
43383996,156082.0,0.0,-1.0,0.0,100.0,9196.439024390244,156082.0,2418406.0,www.sdymca.org,247,6026645.0,Southern District YMCA-Camp Lincoln Inc,,50.0,66.66666666666666,,,other
61027885,252064.0,168902.0,-49.23683556144983,60.0,40.0,36324.96202531645,276181.0,3880506.0,www.kidsincrisis.org,84,6028206.0,Kids In Crisis Inc,0.0,54.54545454545454,50.0,100.0,,other
43308728,0.0,191850.0,100.0,100.0,0.0,12938.384615384615,191850.0,1537442.0,WWW.MAYFLOWERBSA.ORG,105,6029246.0,MAYFLOWER COUNCIL INC BOY SCOUTS OFAMERICA,0.0,4.3478260869565215,23.07692307692308,,,other
50258916,0.0,151920.0,100.0,100.0,0.0,8439.382075471698,151920.0,1941069.0,www.newportymca.org,213,6046936.0,NEWPORT COUNTY YMCA,,42.85714285714285,50.0,0.0,,other
113111694,218395.0,200775.0,-8.775993027020295,75.0,25.0,43116.43939393939,257717.0,3269283.0,WWW.BWINY.ORG,70,6063090.0,LEAP INC,33.33333333333333,90.0,33.33333333333333,,,other
43403049,191369.0,294019.0,34.91270972284104,50.0,50.0,24361.647058823528,294019.0,2970276.0,WWW.URBANCOLLEGE.EDU,104,6063503.0,URBAN COLLEGE OF BOSTON,100.0,50.0,20.0,,,college
111966067,0.0,215112.0,100.0,100.0,0.0,21521.103448275862,215112.0,3959784.0,http://www.metroqueens.org/,175,6066978.0,BOYS & GIRLS CLUB OF METRO QUEENS INC,,40.0,0.0,0.0,,other
10229448,0.0,170851.0,100.0,100.0,0.0,24370.739130434784,170851.0,3534013.0,WWW.WASHINGTONACADEMY.ORG,139,6085291.0,WASHINGTON ACADEMY,0.0,33.33333333333333,50.0,,,college
42074462,168421.0,307371.5,45.20604545314058,66.66666666666666,33.33333333333333,47551.34375,434535.0,5348093.0,WWW.EMASSBIGS.ORG,99,6091432.0,BIG BROTHERS BIG SISTERS OFEASTERN MASSACHUSETTS INC,80.0,60.0,20.0,,,other
41503740,0.0,187581.0,100.0,100.0,0.0,17456.936170212764,189992.0,2836590.0,WWW.KERNWOOD.ORG,143,6104777.0,KERNWOOD COUNTRY CLUB,0.0,14.285714285714285,50.0,,,other
50370419,151620.0,0.0,-1.0,0.0,100.0,44466.58181818182,151620.0,2597282.0,WWW.SOJOURNERRI.ORG,56,6111083.0,SOJOURNER HOUSE INC,,65.0,80.0,,,other
10515381,165613.0,0.0,-1.0,0.0,100.0,51979.84375,165613.0,3492323.0,www.briwildlife.org,65,6111584.0,BIODIVERSITY RESEARCH INSTITUTE,,100.0,75.0,,,other
46154794,0.0,164000.0,100.0,100.0,0.0,23364.324786324785,164000.0,2897626.0,WWW.THEARCOFGHN.COM,118,6116951.0,THE ARC OF GREATERHAVERHILL-NEWBURYPORT,,44.44444444444444,66.66666666666666,,,other
43201844,184874.0,0.0,-1.0,0.0,100.0,22749.25,184874.0,2823787.0,https://stmaryscenterma.org/,117,6134939.0,St Mary's Center for Women &Children Inc,66.66666666666666,62.5,50.0,,,hospital
43377057,180337.0,0.0,-1.0,0.0,100.0,33531.788732394365,180337.0,2561094.0,WWW.FALLRIVERJEWISHHOME.ORG,72,6143806.0,FALL RIVER JEWISH HOME INC,100.0,33.33333333333333,28.57142857142857,,,hospital
30276708,207761.0,223405.5,7.002737175226215,66.66666666666666,33.33333333333333,32117.08080808081,242306.0,4488735.0,HTTP://WWW.VTNEA.ORG,105,6192975.0,VERMONT - NEA,20.0,15.0,0.0,,,other
60735879,0.0,270432.5,100.0,100.0,0.0,42128.53465346534,373329.0,4795847.0,WWW.CCGCINC.ORG,103,6210329.0,COMMUNITY CHILD GUIDANCE CLINIC INC,100.0,60.0,16.666666666666664,0.0,,hospital
111041380,158613.0,0.0,-1.0,0.0,100.0,21871.140740740742,158613.0,3111217.0,WWW.MANHASSETBAYYC.ORG,136,6227857.0,MANHASSET BAY YACHT CLUB,0.0,50.0,14.285714285714285,100.0,,other
50258924,0.0,184319.0,100.0,100.0,0.0,11178.802197802195,184319.0,2218861.0,WWW.BGCPAWT.ORG,183,6228732.0,BOYS & GIRLS CLUBS OF PAWTUCKET,,31.25,37.5,,,other
50258929,171435.0,0.0,-1.0,0.0,100.0,14242.43169398907,171435.0,2777800.0,WWW.BGCPROV.ORG,184,6229779.0,BOYS AND GIRLS CLUBS OF PROVIDENCE,,6.666666666666667,22.22222222222222,,,other
66051610,205966.0,0.0,-1.0,0.0,100.0,10497.798387096776,205966.0,4111147.0,WWW.REGIONALYMCA.ORG,373,6236457.0,Regional Young Men's Christian Association of Western Connecticut Inc,100.0,44.44444444444444,25.0,,,other
60646937,216023.0,200116.0,-7.948889644006477,50.0,50.0,57367.72131147541,216023.0,3915570.0,WWW.UNQUOWA.ORG,63,6252175.0,THE UNQUOWA SCHOOL ASSOCIATION INC,0.0,57.14285714285714,33.33333333333333,,,college
42225643,197390.0,0.0,-1.0,0.0,100.0,32085.31481481481,197390.0,3662604.0,WWW.APPLEWILD.ORG,109,6261865.0,APPLEWILD SCHOOL INCORPORATED,,31.57894736842105,80.0,,,college
113539334,183053.3333333333,0.0,-1.0,0.0,100.0,33031.634146341465,206500.0,4612051.0,WWW.KULANUKIDS.ORG,126,6279639.0,KULANU ACADEMY INC,100.0,60.0,0.0,,,college
30495750,0.0,242158.0,100.0,100.0,0.0,48390.87951807229,242158.0,4258601.0,WWW.CRISTOREYNY.ORG,84,6281178.0,CRISTO REY NEW YORK HIGH SCHOOL,,30.0,16.666666666666664,,,college
42609788,153575.0,0.0,-1.0,0.0,100.0,60067.96363636364,153575.0,3457313.0,WWW.COASTALSTUDIES.ORG,56,6311067.0,CENTER FOR COASTAL STUDIES INC,50.0,44.44444444444444,42.85714285714285,,,other
43341661,0.0,188220.0,100.0,100.0,0.0,7358.282157676348,188220.0,1961566.0,WWW.CLUBAYCC.ORG,242,6319068.0,ALFOND YOUTH & COMMUNITY CENTER,,23.52941176470588,33.33333333333333,,,other
43185003,194241.16666666663,297389.25,34.68453662441845,57.14285714285714,42.85714285714285,,0.0,3188846.0,WWW.ALLIANCEHHS.ORG,105,6319601.0,MARIE ESTHER HEALTH CENTER INC,,27.27272727272727,0.0,54.54545454545454,,hospital
60400220,0.0,231021.0,100.0,100.0,0.0,21245.107913669064,292161.0,3415112.0,WWW.INDIANHARBORYC.COM,141,6335410.0,THE INDIAN HARBOR YACHT CLUBINCORPORATED,0.0,50.0,10.0,0.0,,other
50369037,0.0,223207.0,100.0,100.0,0.0,27609.33035714286,223207.0,3315452.0,WWW.SMCDS.ORG,113,6352077.0,ST MICHAEL'S COUNTRY DAY SCHOOL,,45.45454545454545,57.14285714285714,,,college
131641082,218893.0,215844.5,-1.4123593605581797,66.66666666666666,33.33333333333333,54050.0,266650.0,3299032.0,WWW.YIVOINSTITUTE.ORG,52,6355395.0,YIVO INSTITUTE FOR JEWISH RESEARCH INC,100.0,26.666666666666668,33.33333333333333,,,other
42450813,201039.3333333333,0.0,-1.0,0.0,100.0,36456.31343283582,255404.0,3045691.0,WWW.NRM.ORG,70,6364472.0,NORMAN ROCKWELL MUSEUM ATSTOCKBRIDGE INC,100.0,46.66666666666666,33.33333333333333,,,other
42469627,0.0,164248.0,100.0,100.0,0.0,12785.980295566502,164248.0,2759802.0,WWW.BLO.ORG,204,6377028.0,BOSTON LYRIC OPERA COMPANY,,50.0,20.0,,,other
112278998,243063.5,0.0,-1.0,0.0,100.0,39189.59259259259,306740.0,3660484.0,WWW.QUEENSMUSEUM.ORG,83,6381652.0,QUEENS MUSEUM OF ART,,62.5,77.77777777777779,,,other
43436894,180096.0,0.0,-1.0,0.0,100.0,,0.0,2885022.0,,85,6383688.0,MARILLAC RESIDENCE INC,100.0,42.85714285714285,100.0,,,other
30347288,166787.0,0.0,-1.0,0.0,100.0,23246.43181818182,166787.0,2212473.0,WWW.ECHOVERMONT.ORG,89,6409815.0,LEAHY CENTER FOR LAKECHAMPLAIN INC,0.0,57.14285714285714,28.57142857142857,,,other
20703686,179218.66666666666,234829.0,23.681203485656944,25.0,75.0,41944.608695652176,234829.0,3666663.0,WWW.BEACONCCHC.COM,73,6414490.0,BEACON CHRISTIAN COMMUNITY HEALTH CENTER,75.0,33.33333333333333,33.33333333333333,,,hospital
42111550,0.0,161115.0,100.0,100.0,0.0,9550.664206642066,161115.0,2749345.0,HALE1918.ORG,272,6417685.0,HALE EDUCATION INC,,46.15384615384615,20.0,,,college
113331303,0.0,160582.0,100.0,100.0,0.0,32501.594827586207,168604.0,4091349.0,WWW.BNOSMALKA.ORG,118,6419356.0,BNOS MALKA ACADEMY,33.33333333333333,22.22222222222222,33.33333333333333,,,college
131716709,160804.0,223595.5,28.082631358860084,50.0,50.0,17843.270386266093,262509.0,4926281.0,WWW.LARCHMONTSHORECLUB.ORG,237,6432118.0,LARCHMONT SHORE CLUB CORPORATION,66.66666666666666,16.666666666666664,42.85714285714285,0.0,,other
42912574,0.0,176645.0,100.0,100.0,0.0,,0.0,4418489.0,WWW.HALCYONCENTER.ORG,99,6432321.0,BEHAVIORAL ASSOCIATES OF MASSACHUSETTSINC,75.0,66.66666666666666,50.0,,,other
111630789,0.0,178277.0,100.0,100.0,0.0,35175.63440860215,238240.0,3984442.0,EMMACLARK.ORG,97,6439716.0,EMMA S CLARK MEMORIAL LIBRARY ASSN,,40.0,50.0,,,other
111960057,0.0,256682.0,100.0,100.0,0.0,30016.47887323944,293970.0,2901216.0,WWW.SOUTHFORKCC.NET,74,6442543.0,SOUTH FORK COUNTRY CLUB INC,33.33333333333333,33.33333333333333,0.0,0.0,,other
50183985,0.0,207476.66666666663,100.0,100.0,0.0,14336.680555555557,275568.0,2686912.0,WWW.THEMISQUAMICUTCLUB.COM,147,6456476.0,THE MISQUAMICUT CLUB,0.0,62.5,22.22222222222222,0.0,,other
41045830,229779.25,265068.8333333333,13.31336577354435,60.0,40.0,37767.34,441804.0,4397897.0,WWW.AIMNET.ORG,60,6472920.0,ASSOCIATED INDUSTRIES OF MASSACHUSETTSINC,40.0,32.432432432432435,55.55555555555556,100.0,,other
43490671,155794.0,0.0,-1.0,0.0,100.0,28516.319672131147,155794.0,3634785.0,WWW.SECONDCHANCEANIMALS.ORG,123,6473321.0,SECOND CHANCE ANIMAL SERVICES INC,100.0,0.0,80.0,,,other
61711370,182474.0,0.0,-1.0,0.0,100.0,46204.0,204192.0,3784044.0,www.gosonyc.org,76,6478462.0,Getting Out and Staying Out Inc,,22.727272727272727,87.5,,,other
111902968,222742.0,0.0,-1.0,0.0,100.0,21289.31132075472,222742.0,2479409.0,www.oldwestburygardens.org,107,6489449.0,Old Westbury Gardens Inc,,13.333333333333334,66.66666666666666,,,other
111665079,265273.0,219744.0,-20.71910950924713,50.0,50.0,26158.58947368421,265273.0,2970083.0,WWW.NORTHFORKCC.COM,97,6490030.0,NORTH FORK COUNTRY CLUB INC,0.0,25.0,33.33333333333333,50.0,,other
10355212,0.0,173506.0,100.0,100.0,0.0,24759.60784313725,173506.0,2698986.0,WWW.MSMT.ORG,103,6493645.0,MAINE STATE MUSIC THEATRE,,90.0,28.57142857142857,,,other
60983817,266486.0,0.0,-1.0,0.0,100.0,24691.815789473683,266486.0,4957931.0,WWW.ARCSOUTHINGTON.ORG,191,6516035.0,THE ARC OF SOUTHINGTON INC,66.66666666666666,60.0,33.33333333333333,,,other
131623937,179402.0,305816.0,41.33662071310854,20.0,80.0,31415.11111111111,305816.0,2719840.0,www.chinainstitute.org,59,6523057.0,China Institute in America Incorporated,,55.55555555555556,42.85714285714285,,,college
10329792,0.0,195264.75,100.0,100.0,0.0,42934.506944444445,217634.0,6963628.0,,148,6523644.0,DELTA AMBULANCE,0.0,66.66666666666666,0.0,,,hospital
60294660,172846.0,167986.0,-2.8930982343766742,50.0,50.0,9072.378600823044,172846.0,2545420.0,WWW.GOLFCLUBOFAVON.COM,245,6540190.0,GOLF CLUB OF AVON INCORPORATED,100.0,50.0,33.33333333333333,0.0,,other
112338345,0.0,65527.5,100.0,100.0,0.0,41805.13861386139,87119.0,4353374.0,WWW.BLOCKINSTITUTE.ORG,103,6576055.0,BLOCK INSTITUTE SCHOOL,100.0,75.0,33.33333333333333,,,other
10354589,226100.0,182238.5,-24.068185372465205,40.0,60.0,42096.64705882353,244272.0,4620992.0,www.eastporthealth.org,90,6590020.0,Eastport Health Care Inc,60.0,100.0,83.33333333333334,,,hospital
42103875,0.0,259356.0,100.0,100.0,0.0,,0.0,3419416.0,WWW.BERKSHIREPLACE.COM,143,6594228.0,BERKSHIRE RETIREMENT HOME INC,,37.5,20.0,,,other
60853258,0.0,202652.0,100.0,100.0,0.0,7342.35960591133,202652.0,3183650.0,WWW.RIVERBROOKYMCA.ORG,407,6603239.0,THE RIVERBROOK REGIONAL YOUNG MEN'SCHRISTIAN ASSOCIATION INC,,46.15384615384615,33.33333333333333,,,other
42704457,224425.0,0.0,-1.0,0.0,100.0,26227.54081632653,224425.0,2794724.0,WWW.HERITAGEMUSEUMSANDGARDENS.ORG,99,6604835.0,HERITAGE PLANTATION OF SANDWICH INC,100.0,66.66666666666666,25.0,100.0,,other
111469350,248241.0,289926.0,14.377806750688109,66.66666666666666,33.33333333333333,29412.69902912621,314268.0,3857601.0,WWW.WHEATLEYHILLS.COM,106,6615927.0,WHEATLEY HILLS GOLF CLUB INC,66.66666666666666,18.181818181818183,0.0,0.0,,other
60518390,0.0,201917.0,100.0,100.0,0.0,20578.97183098592,208762.0,3326048.0,RIDGEWOODCC.COM,144,6642319.0,THE RIDGEWOOD COUNTRY CLUB INCORPORATED,50.0,33.33333333333333,25.0,0.0,,other
110899770,0.0,209549.0,100.0,100.0,0.0,24956.05747126437,251750.0,3009373.0,WWW.HUNTINGTONCC.ORG,91,6648601.0,HUNTINGTON COUNTRY CLUB,33.33333333333333,18.181818181818183,25.0,0.0,,other
113359711,168730.0,0.0,-1.0,0.0,100.0,30012.621761658032,168730.0,5961166.0,WWW.GURWIN.ORG,194,6652477.0,GURWIN HOME CARE AGENCY INC,100.0,40.0,50.0,,,hospital
112343223,176026.0,0.0,-1.0,0.0,100.0,43099.02173913043,176026.0,4141136.0,www.connetquotlibrary.org,93,6656257.0,Connetquot Public Library,,50.0,100.0,,,other
43175325,168682.75,216997.0,22.264939146624148,20.0,80.0,58716.95652173913,216997.0,4943198.0,,74,6672032.0,SHRIVER CLINICAL SERVICESCORPORATION,80.0,100.0,33.33333333333333,,,hospital
20223322,0.0,217505.0,100.0,100.0,0.0,21596.68085106383,217505.0,3262637.0,www.currier.org,142,6674497.0,Currier Museum of Art,0.0,31.25,20.0,,,other
131030760,0.0,236632.5,100.0,100.0,0.0,70759.63265306123,337032.0,4413752.0,WWW.MSSNY.ORG,53,6678439.0,MEDICAL SOCIETY OF THE STATE OFNEW YORK,20.0,0.0,16.666666666666664,,,other
60646655,249746.0,0.0,-1.0,0.0,100.0,19442.22330097088,249746.0,2252295.0,WWW.BGCG.ORG,104,6690981.0,BOYS & GIRLS CLUB OF GREENWICH,66.66666666666666,52.38095238095239,53.84615384615385,,,other
112041443,0.0,224724.0,100.0,100.0,0.0,43430.56043956044,224724.0,4176905.0,WWW.GSNC.ORG,92,6697794.0,GIRL SCOUTS OF NASSAU COUNTY INC,,80.95238095238095,100.0,,,other
42996627,0.0,152952.0,100.0,100.0,0.0,27927.70786516854,152952.0,2638518.0,WWW.LATHROP.KENDAL.ORG,90,6704527.0,LATHROP COMMUNITY INC,,61.53846153846154,50.0,,0.0,other
112495664,202512.0,0.0,-1.0,0.0,100.0,25226.936170212764,240385.0,2776356.0,WWW.BROOKLYNKIDS.ORG,96,6705945.0,BROOKLYN CHILDREN'S MUSEUM CORPORATION,100.0,29.03225806451613,50.0,,,other
112507910,177745.0,0.0,-1.0,0.0,100.0,11358.631168831169,177745.0,4550818.0,WWW.FIAOBROOKLYN.ORG,386,6779370.0,FEDERATION OF ITALIAN-AMERICANORGANIZATIONS OF BROOKLYN LTD,,14.285714285714285,12.5,,,other
41298900,0.0,229770.0,100.0,100.0,0.0,36979.42857142857,229770.0,2559474.0,,64,6823270.0,FALL RIVER MUNICIPAL CREDIT UNION,,25.0,42.85714285714285,,,other
20222243,0.0,263901.0,100.0,100.0,0.0,77278.77358490566,263901.0,4359676.0,HTTP://WENTWORTHSENIORLIVING.ORG/,54,6831567.0,WENTWORTH SENIOR LIVING,100.0,20.0,40.0,,,hospital
60998831,229989.0,0.0,-1.0,0.0,100.0,24351.706896551725,229989.0,1642388.0,CTNONPROFITALLIANCE.COM,59,6834813.0,CT COMMUNITY NONPROFIT ALLIANCE INC,100.0,58.333333333333336,66.66666666666666,,,other
60646976,0.0,215710.0,100.0,100.0,0.0,20616.830769230768,215710.0,2895898.0,WWW.GWYMCA.ORG,131,6851307.0,YOUNG MENS CHRISTIAN ASSOC OF GREENWICHINC,,18.75,40.0,,,other
42035017,0.0,189757.3333333333,100.0,100.0,0.0,24533.44366197184,209990.0,4053021.0,WWW.KITTANSETT.ORG,145,6856782.0,THE KITTANSETT CLUB,20.0,41.66666666666667,0.0,0.0,,other
41649850,180649.0,382481.0,52.76915716074786,33.33333333333333,66.66666666666666,13236.810606060606,382481.0,2491038.0,WWW.NANTUCKETYACHTCLUB.ORG,135,6859469.0,NANTUCKET YACHT CLUB,0.0,40.0,50.0,33.33333333333333,,other
41988915,0.0,196181.0,100.0,100.0,0.0,17024.370165745855,241684.0,3473773.0,WWW.WORCESTERCC.ORG,183,6881587.0,WORCESTER COUNTRY CLUB,0.0,10.0,0.0,,,other
10211568,238627.0,0.0,-1.0,0.0,100.0,12990.41447368421,238627.0,4187713.0,YMCAOFSOUTHERNMAINE.ORG,305,6905493.0,YOUNG MENS CHRISTIAN ASSOCIATION OFSOUTHERN MAINE,0.0,71.42857142857143,60.0,,,other
42502446,0.0,248296.0,100.0,100.0,0.0,28228.80769230769,367844.0,4414633.0,www.farracademy.org,133,6908659.0,James F Farr Academy Inc,100.0,25.0,0.0,,,college
42721019,0.0,226543.0,100.0,100.0,0.0,9838.651583710409,226543.0,2400885.0,WWW.KEEWAYDIN.ORG,222,6910682.0,THE KEEWAYDIN FOUNDATION,,38.46153846153847,25.0,,,other
61328903,184825.0,0.0,-1.0,0.0,100.0,22546.39158576052,184825.0,7151660.0,WWW.PROJECTGENESIS.US,310,6952463.0,PROJECT GENESIS,100.0,40.0,60.0,,,other
110787820,0.0,224055.6,100.0,100.0,0.0,32780.2808988764,299345.0,4037723.0,,94,6954097.0,THE GARDEN CITY GOLF CLUB,0.0,0.0,25.0,0.0,,other
113046556,188747.0,168232.0,-12.194469542060965,50.0,50.0,25946.03846153846,188747.0,3729964.0,WWW.BALTICSTREET.ORG,132,6959157.0,BALTIC STREET AEH INC,,0.0,40.0,,,other
41200680,0.0,223230.0,100.0,100.0,0.0,18276.45945945946,252276.0,3374606.0,WWW.CONCORDCC.ORG,151,6963971.0,CONCORD COUNTRY CLUB,0.0,20.0,50.0,0.0,,other
61539792,155198.0,190764.0,18.64397894780986,50.0,50.0,,0.0,3352514.0,WWW.GEERCARES.ORG,103,6975750.0,GEER WOODS INC,100.0,42.85714285714285,28.57142857142857,,,other
111889760,197513.0,171125.0,-15.420306793279767,50.0,50.0,54415.02941176471,197513.0,4068860.0,WWW.OCEANSIDELIBRARY.COM,70,6978242.0,OCEANSIDE LIBRARY,,66.66666666666666,75.0,,,other
43163589,421332.3333333333,555206.875,24.11255113990919,47.05882352941176,52.94117647058824,21986.051771117167,894023.0,14348493.0,www.heywood.org,384,6997469.0,Heywood Medical Group Inc,40.0,57.14285714285714,42.85714285714285,,,hospital
42660632,0.0,193009.0,100.0,100.0,0.0,30222.29577464789,193009.0,4484575.0,WWW.ATTLEBOROENTERPRISES.ORG,143,7004763.0,ATTLEBORO ENTERPRISES INC,,20.0,25.0,,,other
112501388,0.0,156124.0,100.0,100.0,0.0,26027.24025974026,156124.0,4164319.0,,155,7007643.0,BEER HAGOLAH INSTITUTES INC,,8.695652173913043,0.0,,,other
41802730,0.0,280295.5,100.0,100.0,0.0,11609.455445544554,365233.0,2905701.0,WWW.SALEMCOUNTRYCLUB.ORG,204,7009557.0,THE SALEM COUNTRY CLUB INCORPORATED,0.0,0.0,25.0,0.0,,other
61048684,0.0,179894.0,100.0,100.0,0.0,12974.536,179894.0,1801711.0,WWW.PALACESTAMFORD.ORG,126,7026118.0,STAMFORD CENTER FOR THE ARTS INC,0.0,54.54545454545454,33.33333333333333,,,other
43560189,306436.0,0.0,-1.0,0.0,100.0,74153.25925925926,306436.0,4310712.0,VHSLEARNING.ORG,55,7029751.0,VHS INC,,66.66666666666666,50.0,,,other
112707362,173409.0,171316.0,-1.221718928763221,50.0,50.0,44043.97196261682,173409.0,5057430.0,familyheadstart@gmail.com,109,7029878.0,NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS INC,,66.66666666666666,0.0,,,other
60676851,0.0,164972.0,100.0,100.0,0.0,28734.532786885247,164972.0,3670585.0,HNHONLINE.ORG,123,7054462.0,HALL NEIGHBORHOOD HOUSE INC,,25.0,100.0,,,other
60646552,227858.0,0.0,-1.0,0.0,100.0,41714.82644628099,227858.0,5275352.0,WWW.THEBRADLEYHOME.ORG,122,7057563.0,BRADLEY HOME FOR THE AGED,100.0,57.14285714285714,50.0,,,hospital
43482756,0.0,174676.0,100.0,100.0,0.0,9735.910891089108,194077.0,1332679.0,WWW.BOSTONSCORES.ORG,103,7062641.0,AMERICA SCORES NEW ENGLAND,,31.818181818181817,57.14285714285714,,,other
60646981,216329.0,0.0,-1.0,0.0,100.0,11023.518987341771,216329.0,3699761.0,WWW.MIDYMCA.ORG,317,7063729.0,YOUNG MEN'S CHRISTIAN ASSOCIATION OF NORTHERN MIDDLESEX COUNTY INC,100.0,36.36363636363637,57.14285714285714,,,other
10211508,0.0,188489.0,100.0,100.0,0.0,45208.74226804124,188489.0,4573737.0,www.gwh.org,98,7070394.0,Good Will Home Association,,20.0,40.0,,,other
111284745,163004.0,254296.0,35.89989618397458,66.66666666666666,33.33333333333333,26847.06451612904,312169.0,3168373.0,WWW.SANDSPOINTGC.ORG,96,7074396.0,SANDS POINT GOLF CLUB INC,33.33333333333333,0.0,0.0,0.0,,other
43180017,193613.0,178264.0,-8.610263429520263,50.0,50.0,38571.52941176471,193613.0,4961889.0,WINDHORSEIMH.ORG,121,7088874.0,WINDHORSE INTEGRATIVE MENTAL HEALTH INC,,66.66666666666666,60.0,,,hospital
43337726,0.0,264154.5,100.0,100.0,0.0,58931.35526315789,337942.0,5007092.0,WWW.CAMBRIDGECREDIT.ORG,78,7101425.0,CAMBRIDGE CREDIT COUNSELING CORP,0.0,12.5,0.0,,,other
42104351,0.0,279362.0,100.0,100.0,0.0,13110.822147651006,279362.0,4186387.0,WWW.JCCNS.ORG,299,7117282.0,JEWISH COMMUNITY CENTER OF THE NORTHSHORE INC,,50.0,40.0,,,other
42026125,160176.0,271918.3333333333,41.094078491704,75.0,25.0,7716.80737704918,443892.0,2858832.0,,248,7118434.0,OYSTER HARBORS CLUB INC,50.0,35.294117647058826,0.0,0.0,,other
10500427,194112.0,0.0,-1.0,0.0,100.0,26348.28402366864,194112.0,4646972.0,www.connectionsforkids.org,170,7121429.0,Connections For Kids,,20.0,33.33333333333333,,,other
60707051,0.0,328253.0,100.0,100.0,0.0,44207.79381443299,328253.0,4616409.0,HTTP://THECOUNTRYSCHOOL.ORG/,98,7122765.0,THE COUNTRY SCHOOL INCORPORATED,100.0,50.0,80.0,,,other
50519201,187464.5,0.0,-1.0,0.0,100.0,59114.82278481012,194955.0,4865026.0,WWW.INTERNATIONALCHARTERSCHOOL.ORG,81,7126602.0,INTERNATIONAL CHARTER SCHOOL CORPORATION,,42.85714285714285,50.0,,,other
131729107,205187.0,259210.66666666663,20.841606312497422,75.0,25.0,35881.0125,310164.0,3853300.0,WWW.SAINTANDREWSGOLFCLUB.COM,84,7127706.0,ST ANDREWS GOLF CLUB,25.0,16.666666666666664,0.0,0.0,,other
130452820,0.0,160937.0,100.0,100.0,0.0,45939.81333333333,160937.0,3606423.0,www.local802afm.org,76,7132533.0,ASSOCIATED MUSICIANS OF GREATER NY LOCAL802 AFM OF THE US & CANADA,,,53.57142857142857,,,other
61144355,0.0,225000.0,100.0,100.0,0.0,33522.44210526316,225000.0,3409632.0,WWW.PACIFICHOUSE.ORG,96,7136874.0,PACIFIC HOUSEINC& SUBSIDIARY,,75.0,40.0,,,other
60969552,0.0,166521.0,100.0,100.0,0.0,37987.30434782609,166521.0,4535061.0,WWW.NBEMS.ORG,116,7140485.0,NEW BRITAIN EMERGENCY MEDICAL SERVICESINC,0.0,12.5,60.0,,,hospital
41465810,0.0,239555.0,100.0,100.0,0.0,24415.37704918033,275715.0,3457786.0,WWW.HYANNISPORTCLUB.COM,124,7143931.0,HYANNISPORT CLUB INC,0.0,44.44444444444444,20.0,0.0,,other
43456705,165862.0,0.0,-1.0,0.0,100.0,37834.26190476191,165862.0,3343940.0,WWW.VOAMASS.ORG,85,7149024.0,VOA CONCORD ASSISTED LIVING INC,,0.0,50.0,,,other
61485158,158609.0,193405.0,17.991261859827823,66.66666666666666,33.33333333333333,44830.05263157895,205224.0,5656045.0,WWW.COVECARECENTER.ORG,117,7154723.0,PUTNAM FAMILY & COMMUNITY SERVICESINC,100.0,42.85714285714285,57.14285714285714,,,other
60646993,251152.0,0.0,-1.0,0.0,100.0,33181.76691729324,251152.0,4664327.0,WWW.YWCAHARTFORD.ORG,134,7160341.0,YWCA HARTFORD REGION INC,100.0,100.0,85.71428571428571,,,other
10779341,283776.0,159815.0,-77.56530988955981,50.0,50.0,,0.0,5144415.0,WWW.CCLDELAWARE.ORG,155,7170511.0,CHOICES FOR COMMUNITY LIVING-DELAWAREINC,,20.0,20.0,,,other
110585380,152540.0,215575.25,29.24048563088759,80.0,20.0,26954.87037037037,283379.0,3925967.0,WWW.BROOKVILLECC.COM,113,7172900.0,BROOKVILLE COUNTRY CLUB INC,50.0,0.0,0.0,0.0,,other
130923655,192031.0,345625.0,44.43949367088608,60.0,40.0,33671.50666666667,569459.0,3946300.0,,80,7175611.0,KNICKERBOCKER CLUB INC,40.0,0.0,0.0,0.0,,other
