,Unnamed: 0.1,Unnamed: 0,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
251,254,383,231396803,Northern Childrens Services,Philadelphia,PA,1656979200000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,0.0,4.0,0.0,,0.0,,9.0,,,,,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,,5.0,,8.0,2.0,,0.0,11.0,9.0,1.0,5.0,0.0,,0.0,,3.0,0.0,,,,7.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,6.0,,3.0,2.0,,,7.0,176.0,9.0,112.0,11.0,,0.0,,30.0,4.0,10.0,,,129.0,47.0,,,,2.0,9.0,5.0,160.0,,,,176.0,6.0,126.0,34.0,10.0,183060.0,0.0,-1.0,0.0,100.0,20897.932584269663,183060.0,3902892.0,WWW.NORTHERNCHILDREN.ORG,179,10166077.0,,25.0,100.0,,
252,255,384,231409677,Children and Adult Disability and Educational Services,Swarthmore,PA,1675209600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,0.0,1.0,0.0,,0.0,,8.0,1.0,,,,4.0,6.0,,,,,,,10.0,,,,10.0,,,,10.0,12.0,,,,,,,12.0,,,,,10.0,2.0,,,,,,,12.0,,,,12.0,,,,12.0,402.0,4.0,242.0,17.0,,,,136.0,3.0,,,,323.0,79.0,,,,,,,402.0,,,,402.0,1.0,59.0,5.0,337.0,199453.5,0.0,-1.0,0.0,100.0,39660.25577264654,245213.0,22727631.0,WWW.CADES.ORG,565,35402318.0,75.0,40.0,57.14285714285714,,
253,256,386,231425035,Mental Health Partnerships,PHILADELPHIA,PA,1641911126000000000,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,12.0,1.0,5.0,0.0,,,,6.0,,,,,5.0,6.0,1.0,,,,,,,1.0,11.0,,,,,,,7.0,,3.0,1.0,,,,3.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,150.0,3.0,87.0,7.0,,,,49.0,4.0,,,,90.0,60.0,,,,,,,,,,,,59.0,,,91.0,169807.0,270466.0,37.216877537287495,50.0,50.0,38442.60089686099,270466.0,9012973.0,WWW.MENTALHEALTHPARTNERSHIPS.ORG,225,15637637.0,66.66666666666666,37.5,66.66666666666666,100.0,
254,257,387,231490061,Child Guidance Resource Centers Inc,HAVERTOWN,PA,1644313955000000000,White/Caucasian/European,Female,,,,,,,,,16.0,,1.0,,,,,15.0,,,,,6.0,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,10.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,323.0,4.0,78.0,10.0,,,,228.0,3.0,,,,259.0,64.0,,,,,,,,,,,,7.0,119.0,197.0,,245526.6,167420.5,-46.652650063761605,28.57142857142857,71.42857142857143,36255.49636363636,281755.0,21502997.0,WWW.CGRC.ORG,557,27302147.0,66.66666666666666,33.33333333333333,60.0,,
255,258,388,231573806,Carelink Community Support Services of PA Inc,Media,PA,1692144000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,300.0,,,,,300.0,,,,300.0,,,,300.0,,,,300.0,,0.0,224112.5,100.0,100.0,0.0,,0.0,12747879.0,WWW.CARELINKSERVICES.ORG,406,23592424.0,0.0,33.33333333333333,0.0,,
256,259,389,231629970,Pennsylvania Ballet Association,PHILADELPHIA,PA,1695600000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,35.0,0.0,4.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,,,8.0,0.0,,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,135.0,4.0,16.0,18.0,1.0,0.0,0.0,83.0,13.0,,,0.0,82.0,53.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,,,,,0.0,135.0,0.0,0.0,267157.0,213249.5,-25.279074511311865,66.66666666666666,33.33333333333333,31162.23931623932,267157.0,7985620.0,WWW.PHILADELPHIABALLET.ORG,237,12229060.0,50.0,73.91304347826086,42.85714285714285,,
258,261,393,231669589,Community Action Committee of the Lehigh Valley Inc,Bethlehem,PA,1666224000000000000,Black/African American,Female,,,,,,,,,23.0,1.0,4.0,,,,,14.0,3.0,,,1.0,12.0,10.0,,,1.0,,,,,,,,,,,,,10.0,,2.0,,,,,8.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,92.0,1.0,16.0,30.0,,,,41.0,3.0,,1.0,,60.0,32.0,,,,,,,,,,,,,,,,0.0,176512.0,100.0,100.0,0.0,50342.51401869159,176512.0,5563161.0,WWW.CACLV.ORG,108,40517893.0,,60.0,57.14285714285714,,
259,262,396,231716750,Eden Housing Inc,HAYWARD,CA,1665014400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,17.0,1.0,4.0,2.0,,,,10.0,,,,,7.0,10.0,,,,,17.0,0.0,0.0,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,4.0,,,,,,4.0,,,,,,,,,,,475.0,82.0,70.0,178.0,,1.0,,120.0,19.0,,5.0,,268.0,207.0,,,,,,,,,,,,,,,,401842.0,298322.5714285714,-34.70050156637734,58.333333333333336,41.66666666666667,45685.6043956044,614770.0,12412248.0,WWW.EDENHOUSING.ORG,194,90990309.0,20.0,50.0,71.42857142857143,40.0,
260,263,397,231742920,Special People in Northeast Inc Spin Center,PHILADELPHIA,PA,1622622688000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,17.0,1.0,4.0,0.0,,0.0,,12.0,,,,,8.0,9.0,,,,0.0,17.0,0.0,,,,17.0,,1.0,16.0,,,11.0,0.0,1.0,0.0,,0.0,,9.0,1.0,,,,7.0,4.0,,,,0.0,11.0,,,0.0,11.0,,,0.0,11.0,,,1131.0,16.0,636.0,43.0,,1.0,,412.0,23.0,,0.0,,785.0,346.0,0.0,0.0,0.0,2.0,1129.0,0.0,0.0,,,1131.0,,,,1131.0,,228176.6,196215.0,-16.289070662283724,37.5,62.5,46976.565376187,302298.0,66040446.0,WWW.SPININC.ORG,1377,79124393.0,,36.36363636363637,66.66666666666666,,
261,264,398,231894907,Montgomery County Mh-Mr Emergency Service,Norristown,PA,1697760000000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,4.0,112.0,2.0,,,,110.0,,,,,134.0,94.0,,,,,,,,,,,,,,,,276340.3333333333,287141.0,3.7614505301112295,62.5,37.5,34533.2042042042,398333.0,13764283.0,WWW.MCES.ORG,341,21817132.0,40.0,40.0,57.14285714285714,,
262,265,400,231913286,Penndel Mental Health Center Inc,Langhorne,PA,1627572362000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Male,,Decline to state,Decline to state,8.0,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,7.0,34.0,6.0,,,,127.0,2.0,,,,147.0,29.0,,,,,,,,,,,,1.0,175.0,,,159632.5,238868.5,33.171389279038465,50.0,50.0,34771.947598253275,249874.0,8759778.0,www.penndelmhc.org,233,12358574.0,50.0,33.33333333333333,50.0,,
263,266,401,231977514,Youth Advocate Programs Inc,HARRISBURG,PA,1620731602000000000,White/Caucasian/European,,,,,,,,,,17.0,0.0,8.0,2.0,,0.0,,7.0,0.0,,,,8.0,9.0,,,,,,,,,,,,,,,,9.0,1.0,2.0,1.0,,,,5.0,,,,,5.0,4.0,,,,,,,,,,,,,,,,2128.0,,906.0,255.0,,,,925.0,42.0,,,,1470.0,658.0,,,,,,,,,,,,,,,,209012.66666666663,212150.5,1.4790600697775131,40.0,60.0,17832.964937699217,272954.0,62592901.0,WWW.YAPINC.ORG,3456,83502845.0,40.0,41.66666666666667,45.45454545454545,,
264,267,402,232051143,Congreso De Latinos Unidos Inc,Philadelphia,PA,1678979277000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,12.0,,,,,,,,,,12.0,,,,,12.0,,,,12.0,,,,,,,,12.0,,4.0,,,,,,,,,,4.0,,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,187.0,,,,,,,,,,187.0,,,,,187.0,,,,,,,,,,,,,,202831.66666666663,160098.0,-26.692192698638745,25.0,75.0,45724.63291139241,245683.0,11605331.0,WWW.CONGRESO.NET,241,21431606.0,60.0,11.11111111111111,60.0,,
265,268,405,232109376,Please Touch Museum,Philadelphia,PA,1667433600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,4.0,2.0,,,,,10.0,,,,,,,,,,,,,,1.0,15.0,,,,,,,6.0,,1.0,,,,,5.0,,,,,6.0,,,,,,6.0,,,1.0,5.0,,,,,,,62.0,1.0,17.0,,,,,40.0,4.0,,,,25.0,21.0,15.0,1.0,,1.0,47.0,,14.0,21.0,40.0,1.0,,,,,,224293.0,0.0,-1.0,0.0,100.0,33361.35106382979,363702.0,4033139.0,WWW.PLEASETOUCHMUSEUM.ORG,98,10425352.0,75.0,52.94117647058824,100.0,,
266,269,407,232220051,International Development Enterprises,Denver,CO,1646927478000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,19.0,5.0,,1.0,,,,13.0,,,,,6.0,13.0,,,,,19.0,,,,19.0,,,,,,,6.0,1.0,,,,,,5.0,,,,,3.0,3.0,,,,,6.0,,,,6.0,,,,,,,50.0,14.0,4.0,3.0,,,,29.0,,,,,29.0,21.0,,,,,50.0,,,,,,,,,,,227293.2,191470.2,-18.70943885784837,50.0,50.0,247522.06,419799.0,14469920.0,WWW.IDEGLOBAL.ORG,60,24447894.0,80.0,33.33333333333333,33.33333333333333,0.0,
267,270,408,232223552,Childrens Village,PHILADELPHIA,PA,1678320000000000000,White/Caucasian/European,Female,,,,,,,,,17.0,1.0,1.0,1.0,,,,12.0,2.0,,,,10.0,7.0,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,80.0,24.0,23.0,7.0,,,,26.0,,,,,67.0,13.0,,,,,,,,,,,,,,,,201732.0,0.0,-1.0,0.0,100.0,37855.98484848485,201732.0,5198722.0,WWW.CHILDRENSVILLAGEPHILA.ORG,133,8390956.0,,41.66666666666667,80.0,,
268,271,411,232290505,Philabundance,Philadelphia,PA,1648829651000000000,Black/African American,Female,Not transgender (cisgender),,,,,,,,22.0,,4.0,,,,,17.0,,1.0,,,11.0,11.0,,,,,,,,,,,,,,,,7.0,1.0,2.0,,,,,4.0,,,,,5.0,2.0,,,,,,,,1.0,6.0,,,,,,,131.0,2.0,42.0,10.0,,1.0,,70.0,4.0,,2.0,,71.0,60.0,0.0,,,,,,,,,,,,,,,202786.66666666663,0.0,-1.0,0.0,100.0,47758.52791878173,238266.0,10016790.0,WWW.PHILABUNDANCE.ORG,200,71821574.0,60.0,52.94117647058824,28.57142857142857,,100.0
269,272,412,232446355,Action Wellness,PHILADELPHIA,PA,1698242767000000000,Hispanic/Latino/Latina/Latinx,Decline to state,Not transgender (cisgender),Decline to state,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),,Person with a disability,19.0,,8.0,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,3.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,112.0,2.0,49.0,14.0,,1.0,,44.0,2.0,,,,,,,,,,,,,,,,,,,,,0.0,154780.0,100.0,100.0,0.0,45739.0253164557,154780.0,7381546.0,WWW.ACTIONWELLNESS.ORG,159,18129605.0,33.33333333333333,50.0,40.0,,
270,273,413,232543677,Opportunity House,Reading,PA,1672272000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,,,,3.0,0.0,,,,4.0,2.0,,,,,,,,,,,,,,,,75.0,1.0,15.0,37.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,0.0,164232.0,100.0,100.0,0.0,27145.453703703704,164232.0,3095941.0,WWW.OPPHOUSE.ORG,109,6974085.0,,57.14285714285714,40.0,,
271,274,416,232663699,Prevention Point Philadelphia Incorporated,PHILADELPHIA,PA,1635248781000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person with a disability,,,,,,12.0,0.0,3.0,2.0,,0.0,,7.0,0.0,,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,,,3.0,9.0,0.0,0.0,2.0,10.0,,,4.0,0.0,1.0,1.0,,0.0,,2.0,,,,,1.0,3.0,,,,,4.0,,,2.0,1.0,,1.0,1.0,3.0,,,153.0,1.0,31.0,51.0,,0.0,,70.0,,,,,83.0,70.0,,,,,,,,,,,,30.0,123.0,,,166983.0,164623.0,-1.4335785400581935,50.0,50.0,37536.68695652174,166983.0,8965044.0,ppponline.org,232,14572551.0,33.33333333333333,37.5,75.0,,
272,275,418,232836648,Hope International,LANCASTER,PA,1665964800000000000,White/Caucasian/European,Male,,,Person without a disability,White/Caucasian/European,Male,,,Person without a disability,12.0,,,,,,,,,,,,5.0,7.0,,,,,,,,,,,,,,,,13.0,,1.0,,,,,11.0,,,,1.0,5.0,8.0,,,,,,,,,,,,,12.0,,1.0,174.0,9.0,10.0,3.0,,1.0,,120.0,2.0,,,29.0,105.0,69.0,,,,,,,,,,,,1.0,58.0,,115.0,0.0,174335.0,100.0,100.0,0.0,54584.14102564102,174335.0,8689461.0,WWW.HOPEINTERNATIONAL.ORG,157,28112600.0,,66.66666666666666,28.57142857142857,,
273,276,419,233017858,Gold Medal Karate Inc,PHILADELPHIA,PA,1688515200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,4.0,,1.0,,1.0,,1.0,1.0,,,,,2.0,2.0,,,,,,,4.0,,,,4.0,,,,4.0,4.0,,1.0,,1.0,,,2.0,0.0,,,,2.0,2.0,,,,,4.0,,,2.0,2.0,,,,4.0,,,75.0,3.0,43.0,12.0,4.0,,,13.0,,,,,46.0,29.0,,,,1.0,70.0,,4.0,10.0,60.0,,5.0,,,,,0.0,157500.0,100.0,100.0,0.0,13185.263157894737,157500.0,1159580.0,WWW.ZHANGSAH.ORG,77,2271279.0,,50.0,0.0,,
274,277,421,236050758,Lakeside Youth Service,North Wales,PA,1675209600000000000,,,,,,,,,,,7.0,1.0,1.0,,,,,5.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,361.0,,33.0,8.0,,,,216.0,2.0,,102.0,,244.0,117.0,,,,,,,,,,,,,,,,0.0,180521.0,100.0,100.0,0.0,46675.10941475827,180521.0,18523839.0,WWW.LAKESIDELINK.COM,394,22687519.0,,20.0,50.0,,
275,278,422,236297362,Council for Relationships Inc,Philadelphia,PA,1681127974000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,,3.0,,,,,17.0,,,,,10.0,10.0,,,,,20.0,,,,20.0,,,,,,20.0,4.0,,,,,,,4.0,,,,,2.0,2.0,,,,,4.0,,,1.0,3.0,,,1.0,3.0,,,85.0,,,,,,,,,,,85.0,,,,,85.0,,,,85.0,,,,85.0,,,,,156259.0,0.0,-1.0,0.0,100.0,46826.707070707074,156259.0,4792103.0,WWW.COUNCILFORRELATIONSHIPS.ORG,100,6089729.0,,47.82608695652174,33.33333333333333,,
276,279,424,236393344,World Relief Corporation O National,Baltimore,MD,1702166400000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,15.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,,,1.0,4.0,11.0,,,,,,,,,,,,,,,,9.0,,4.0,,,,,4.0,,,,1.0,5.0,4.0,,,,,,,,,,,,,9.0,,,962.0,113.0,128.0,112.0,,2.0,4.0,578.0,25.0,,,,728.0,234.0,,,,,,,,,,,,6.0,179.0,,777.0,169068.0,163006.5,-3.718563370172355,66.66666666666666,33.33333333333333,83710.7251908397,169524.0,55325606.0,WWW.WR.ORG,658,127183494.0,80.0,25.0,33.33333333333333,,
277,280,425,236399542,Melmark Inc,Berwyn,PA,1646154612000000000,White/Caucasian/European,Female,,,Person without a disability,White/Caucasian/European,Male,,,Person without a disability,15.0,,2.0,,,,,13.0,,,,,7.0,8.0,,,,,,,,,,,,,15.0,,,8.0,,,,,,,8.0,,,,,3.0,5.0,,,,,,,,,,,,,8.0,,,1077.0,14.0,547.0,42.0,,1.0,,457.0,16.0,,,,681.0,396.0,,,,,,,,,,,,,,,,334834.6,259019.14285714287,-29.270213894836218,58.333333333333336,41.66666666666667,58748.96612665685,743055.0,83268403.0,www.melmark.org,1370,108141990.0,40.0,40.0,50.0,,
278,281,426,236437695,Glen Mills Schools,GLEN MILLS,PA,1675296000000000000,,,,,,,,,,,12.0,,4.0,,,,,8.0,,,,,3.0,9.0,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,,7.0,,,,,,,,,,,,,,,,76.0,1.0,7.0,1.0,,,,66.0,1.0,,,,10.0,66.0,,,,,,,,,,,,,,,,213588.0,0.0,-1.0,0.0,100.0,19010.184782608696,213588.0,1962525.0,glenmillsschools.org,93,9044283.0,,22.22222222222222,50.0,,
279,282,427,237013563,The Bridge Family Center Inc,WEST HARTFORD,CT,1684281600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,2.0,2.0,1.0,,,,8.0,,,,,8.0,5.0,,,,,13.0,,,1.0,12.0,,,,13.0,,,9.0,,1.0,,,,,8.0,,,,,7.0,2.0,,,,,,,,1.0,8.0,,,,,,9.0,161.0,,68.0,23.0,,,,70.0,,,,,122.0,39.0,,,,,,,,,,,,,,,,212592.5,0.0,-1.0,0.0,100.0,41126.77372262774,249152.0,6059553.0,WWW.BRIDGEFAMILYCENTER.ORG,139,8707199.0,,50.0,83.33333333333334,,
280,283,428,237013607,Blossom Hill Inc,Westlake,OH,1674777600000000000,White/Caucasian/European,Female,,,,White/Caucasian/European,Female,,,,9.0,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,110.0,4.0,31.0,15.0,,,,50.0,,,,10.0,,,,,,,,,,,,,,,,,,200050.0,0.0,-1.0,0.0,100.0,26404.96987951808,200050.0,4583275.0,WWW.BLOSSOM-HILL.ORG,167,6564214.0,,16.666666666666664,50.0,,
281,284,429,237014485,Hampton Roads Community Action Program Inc,NEWPORT NEWS,VA,1644704060000000000,Black/African American,Female,,,,,,,,,20.0,,12.0,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,134.0,40.0,,4.0,,50.0,32.0,,,40.0,,,,,,,,,,,,,,,,,,194663.0,0.0,-1.0,0.0,100.0,34654.030303030304,194663.0,12774076.0,WWW.HRCAPINC.ORG,364,21701877.0,,55.00000000000001,100.0,,
282,285,432,237046229,Lighthouse Youth Services Inc,Cincinnati,OH,1697155200000000000,White/Caucasian/European,,,,,,,,,,25.0,1.0,10.0,0.0,,,,14.0,,,,,11.0,14.0,,,,,,,,2.0,,,23.0,,,,,7.0,1.0,1.0,,,,,5.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,336.0,,154.0,,,,,170.0,,,,12.0,,,,,,,,,,,,,,,,,,177015.0,280493.0,36.89147322749587,33.33333333333333,66.66666666666666,35638.18028846154,280493.0,15460006.0,WWW.LYS.ORG,419,23482768.0,,46.15384615384615,70.0,,
283,286,433,237056717,Kansas Big Brothers Big Sisters Inc,Wichita,KS,1609080392000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,0.0,1.0,2.0,,0.0,,14.0,,,,,5.0,12.0,,,,,17.0,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,2.0,,,,2.0,,,,2.0,,,56.0,1.0,,3.0,,,,52.0,,,,,48.0,8.0,,,,,,,,,,,,,,,,225980.0,0.0,-1.0,0.0,100.0,60420.94117647059,225980.0,3307448.0,WWW.KANSASBIGS.ORG,52,8153095.0,,28.57142857142857,42.85714285714285,,
284,287,434,237056987,Mid-Willamette Valley Community Action Agency Inc,Salem,OR,1626972530000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,14.0,,2.0,1.0,,,,11.0,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,4.0,2.0,125.0,,4.0,,242.0,13.0,,13.0,,318.0,76.0,,9.0,,,,,,,,,,,,,,0.0,156368.0,100.0,100.0,0.0,37082.13526570048,156368.0,23184374.0,WWW.MWVCAA.ORG,622,64870186.0,,54.54545454545454,37.5,,
285,288,435,237060561,Boys and Girls Clubs of Palm Beach County Inc,West Palm Beach,FL,1673481600000000000,Hispanic/Latino/Latina/Latinx,Female,,,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,1.0,1.0,,,,6.0,,,,,5.0,3.0,,,,,,,,,,,,,,,,393.0,2.0,279.0,44.0,,1.0,,62.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,209805.0,0.0,-1.0,0.0,100.0,18754.4406779661,283519.0,10588023.0,WWW.BGCPBC.ORG,534,20667962.0,40.0,39.39393939393939,40.0,100.0,
286,289,436,237062028,San Jose Museum of Art Association,San Jose,CA,1689638400000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,25.0,4.0,,1.0,,,,16.0,2.0,,2.0,,15.0,10.0,,,,,,,,,,,,,,,,9.0,1.0,,,,,,8.0,,,,,6.0,3.0,,,,,,,,,,,,,,,,70.0,15.0,1.0,18.0,0.0,0.0,0.0,31.0,5.0,,,,44.0,26.0,,,,,,,,,,,,,,,,259438.0,0.0,-1.0,0.0,100.0,42106.840579710144,259438.0,3164810.0,WWW.SJMUSART.ORG,70,5738899.0,50.0,66.66666666666666,66.66666666666666,,
287,290,437,237068704,Childrens Home of Northern Kentucky Inc,Covington,KY,1639648465000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,15.0,,,,,,,15.0,,,,,6.0,9.0,,,,0.0,15.0,,,2.0,13.0,,,,,,,6.0,,,,,,,6.0,,,,,4.0,2.0,,,,0.0,6.0,,,1.0,5.0,,,,,,,100.0,,35.0,5.0,,,,50.0,10.0,,,,54.0,46.0,,,,,,,,35.0,55.0,,10.0,,,,,0.0,342586.0,100.0,100.0,0.0,28019.818565400845,342586.0,6983283.0,WWW.CHNK.ORG,238,15932160.0,,54.54545454545454,50.0,,
288,291,441,237076465,Boys and Girls Clubs of Dorchester Inc,DORCHESTER,MA,1700524800000000000,White/Caucasian/European,Male,,,,,,,,,38.0,3.0,5.0,1.0,,,,29.0,,,,,12.0,26.0,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,115.0,7.0,20.0,10.0,,0.0,,66.0,7.0,,5.0,0.0,83.0,32.0,,,,,,,,,,,,,,,,155850.5,187431.5,16.849355631257286,50.0,50.0,17819.641025641027,219513.0,4856360.0,WWW.BGCDORCHESTER.ORG,238,11891142.0,100.0,34.21052631578947,12.5,,
289,292,442,237085960,Chicano Federation of San Diego County Inc,San Diego,CA,1690982753000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,1.0,,12.0,1.0,,,1.0,,,,,4.0,11.0,,,,,15.0,,,1.0,14.0,,,,15.0,,,6.0,,,5.0,,,,1.0,,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,6.0,,,61.0,,2.0,55.0,,,,4.0,,,,,50.0,11.0,,,,,,,,,,,,,,,,188681.0,0.0,-1.0,0.0,100.0,36649.948453608245,188681.0,3743726.0,WWW.CHICANOFEDERATION.ORG,98,22585521.0,,27.27272727272727,42.85714285714285,,
